arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20.0,6.0,0.3,0.3,7,10,0.3,0.1531956178,0.3174127302,0.5293916521,0.0677867616,0.1002899871,0.1073319684,-0.1054338082,0.2927778224,,,,,,,,
20.0,6.0,0.3,0.3,7,10,0.6,0.1511073065,0.2724447222,0.5764479713,0.0695383244,0.1135790357,0.1238686678,0.031558527,0.3372838086,,,,,,,,
20.0,6.0,0.3,0.3,7,10,0.9,0.1742663501,0.1650821461,0.6606515038,0.0785438432,0.1220973112,0.1419318316,0.3304872115,0.3708668012,,,,,,,,
20.0,6.3,0.3,0.3,7,10,0.3,0.1520744814,0.3178358744,0.5300896443,0.0676731769,0.1005931303,0.1078943619,-0.1055821045,0.29407164,,,,,,,,
20.0,6.3,0.3,0.3,7,10,0.6,0.1478666167,0.2723564942,0.5797768891,0.0690868323,0.1161993282,0.1265440993,0.0350639007,0.3456992184,,,,,,,,
20.0,6.3,0.3,0.3,7,10,0.9,0.1553123386,0.1609175206,0.6837701408,0.0727797706,0.127410383,0.1435336983,0.3619350996,0.385502804,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.3,0.1505991835,0.3155662751,0.5338345414,0.0673460699,0.1006627346,0.1079192259,-0.0972980088,0.2943919302,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.6,0.1430744814,0.2702206115,0.5867049071,0.0679796571,0.1170415998,0.1268988483,0.0462636841,0.3482239251,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.9,0.1485396151,0.1507279847,0.7007324002,0.0715006006,0.1253530344,0.1423579206,0.3992764309,0.3805955337,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.3,0.1485230359,0.3148357911,0.536641173,0.0669615965,0.1011608857,0.1085083753,-0.0930304091,0.2962357852,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.6,0.1361054736,0.2613869866,0.6025075398,0.0664419857,0.1178330371,0.1282641934,0.0797335666,0.3519002455,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.9,0.12617329,0.1287459802,0.7450807298,0.0663481843,0.1230547023,0.1391900325,0.4875887695,0.3743957678,,,,,,,,
20.0,8.0,0.3,0.3,7,10,0.3,0.14796001,0.3131357161,0.5389042739,0.0669245712,0.1015855793,0.1090668738,-0.0873671582,0.2977360105,,,,,,,,
20.0,8.0,0.3,0.3,7,10,0.6,0.1334051487,0.2581512955,0.6084435558,0.0659348348,0.1190414953,0.1297600829,0.0921409648,0.3561509485,,,,,,,,
20.0,8.0,0.3,0.3,7,10,0.9,0.118202616,0.1129557611,0.7688416229,0.0639561343,0.1119325524,0.1289935084,0.5429301008,0.3419218904,,,,,,,,
