f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm
0.4903366,0.0929792,0.4166842,0.0279356815,0.0191168504,0.042870984,0.2307258,0.0783944068,0.24189985,0.0348126384
