pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.381,1.3605855210382015e-05
0.382,0.00029952095066427994
0.383,0.0005858014175338236
0.384,0.0008724453901907211
0.385,0.0011594510210146765
0.386,0.0014468164623853926
0.387,0.0017345398846905678
0.388,0.002022619479927495
0.389,0.0023110534400934677
0.39,0.0025998399787953716
0.4,0.0055067123940530805
0.41,0.008446965120522716
0.42,0.011419003046014902
0.43,0.01442133618901562
0.44,0.017452570806338226
0.45,0.02051140144439444
0.46,0.02359660377201224
0.47,0.026707028129972086
0.48,0.029841593714424467
0.49,0.032999283289742574
0.5,0.03617913842360672
0.51,0.03938025513267123
0.52,0.042601779949618265
0.53,0.045842906299949186
0.54,0.049102871224529464
0.55,0.05238095237945676
0.56,0.05567646526282955
0.57,0.05898876070083113
0.58,0.06231722251749498
0.59,0.06566126540255818
0.6,0.06902033294138675
0.61,0.07239389580337134
0.62,0.07578145005998042
0.63,0.07918251563247122
0.64,0.08259663486925804
0.65,0.08602337119531261
0.66,0.08946230789842534
0.67,0.09291304696588858
0.68,0.0963752080256268
0.69,0.09984842735935835
0.7,0.10333235696257806
0.71,0.10682666369818143
0.72,0.11033102848250347
0.73,0.11384514553978745
0.74,0.11736872168546686
0.75,0.12090147568868234
0.76,0.12444313764200185
0.77,0.12799344837436
0.78,0.1315521589432326
0.79,0.135119030083592
0.8,0.1386938317649106
0.81,0.14227634271214779
0.82,0.14586635001317605
0.83,0.1494636486901904
0.84,0.15306804135035337
0.85,0.15667933781122886
0.86,0.1602973547802396
0.87,0.16392191553772653
0.88,0.16755284963441447
0.89,0.1711899926140891
0.9,0.17483318573987516
0.91,0.1784822757637345
0.92,0.18213711465634572
0.93,0.1857975594090168
0.94,0.18946347180678363
0.95,0.19313471822672115
0.96,0.19681116944705807
0.97,0.20049270046349563
0.98,0.20417919031272927
0.99,0.20787052191397806
