pi2,lambda
0.0,0.6143229227228069
0.0,0.6137794597342179
0.0,0.6132344695235808
0.0,0.6126879456584399
0.0,0.6121398816811284
0.01,0.611590271101565
0.01,0.611039107382847
0.01,0.6104863839592595
0.01,0.6099320942254699
0.01,0.6093762315365282
0.02,0.6037296037277337
0.03,0.5979180870336542
0.04,0.5919343814092553
0.05,0.5857707509872073
0.06,0.5794189911844841
0.07,0.5728703927439958
0.08,0.5661157024807628
0.09,0.5591450802716206
0.1,0.5519480519463021
0.11,0.5445134575576744
0.12,0.5368293945160895
0.13,0.5288831550152031
0.14,0.5206611570253386
0.15,0.5121488680800493
0.16,0.5033307210023034
0.17,0.49419002050421623
0.18,0.484708839547437
0.19,0.4748679040775746
0.2,0.4646464646451992
0.21,0.45402215309461696
0.22,0.44297082228190815
0.23,0.4314663664523793
0.24,0.41948051947898685
0.25,0.40698262776351013
0.26,0.39393939393956273
0.27,0.38031458705912224
0.28,0.36606871389619744
0.29,0.35115864527732893
0.3,0.33553719008085486
0.31,0.3191526081890747
0.32,0.3019480519486717
0.33,0.2838609237138781
0.34,0.26482213438888685
0.35,0.24475524475622315
0.36,0.22357546759611108
0.37,0.20118850351280965
0.38,0.177489177488077
0.39,0.15235983528721575
0.4,0.1256684491980688
0.41,0.09726636999214731
0.42,0.06698564593393859
0.43,0.034635808829193086
0.431,0.031278927086402536
0.432,0.0278989784921147
0.433,0.024495727228032248
0.434,0.021068934281239494
0.435,0.017618357390178457
0.436,0.014143750987023244
0.437,0.010644866140054478
0.438,0.007121450499635322
0.439,0.0035732482441874817
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
