pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
0.51,
0.52,
0.53,
0.54,
0.55,
0.56,
0.57,
0.58,
0.59,
0.6,
0.61,
0.62,
0.63,
0.64,
0.65,
0.66,
0.661,
0.662,
0.663,
0.664,
0.665,
0.666,
0.667,0.0003076986837704583
0.668,0.0012308710789097495
0.669,0.002154157817614686
0.67,0.003077558615358943
0.68,0.012317780651285946
0.69,0.021569115230100265
0.7,0.03083130386143874
0.71,0.0401040964718751
0.72,0.0493872510447601
0.73,0.058680533303280755
0.74,0.0679837163683085
0.75,0.07729658047027119
0.76,0.08661891264661889
0.77,0.09595050647530545
0.78,0.10529116181907497
0.79,0.11464068456974834
0.8,0.12399888641411928
0.81,0.13336558461425677
0.82,0.14274060178420597
0.83,0.15212376569910338
0.84,0.1615149090898858
0.85,0.1709138694704135
0.86,0.1803204889465855
0.87,0.1897346140578692
0.88,0.19915609561883002
0.89,0.20858478854985638
0.9,0.21802055175470506
0.91,0.22746324795842943
0.92,0.23691274358132358
0.93,0.2463689086128661
0.94,0.2558316164820626
0.95,0.2653007439566012
0.96,0.27477617100238977
0.97,0.2842577806971175
0.98,0.2937454591258094
0.99,0.3032390952619725
