pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.311,
0.312,
0.313,
0.314,
0.315,0.00033138400185121883
0.316,0.0021208625833747793
0.317,0.003910348087171652
0.318,0.005699840538453033
0.319,0.0074893399336173234
0.32,0.009278846348298099
0.33,0.027174291872027554
0.34,0.04507042621597572
0.35,0.06296724225617972
0.36,0.08086473298032629
0.37,0.09876289147694695
0.38,0.1166617109246131
0.39,0.13456118460994412
0.4,0.1524613059023964
0.41,0.17036206827587233
0.42,0.18826346528711133
0.43,0.20616549058289274
0.44,0.22406813790723912
0.45,0.24197140107620488
0.46,0.2598752740066892
0.47,0.2777797506804203
0.48,0.2956848251799709
0.49,0.31359049165634423
0.5,0.3314967443433803
0.51,0.34940357755055257
0.52,0.36731098566656956
0.53,0.385218963155774
0.54,0.4031275045509383
0.55,0.4210366044640706
0.56,0.4389462575720071
0.57,0.4568564586272185
0.58,0.47476720244700366
0.59,0.4926784839170917
0.6,0.5105902979916428
0.61,0.5285026396860437
0.62,0.5464155040877133
0.63,0.5643288863380945
0.64,0.5822427816470611
0.65,0.6001571852857129
0.66,0.6180720925791747
0.67,0.6359874989173998
0.68,0.6539033997479669
0.69,0.6718197905760805
0.7,0.6897366669573672
0.71,0.7076540245122832
0.72,0.725571858908104
0.73,0.7434901658697325
0.74,0.761408941176094
0.75,0.7793281806529354
0.76,0.7972478801800272
0.77,0.8151680356911647
0.78,0.8330886431597597
0.79,0.8510096986204522
0.8,0.8689311981474985
0.81,0.8868531378619771
0.82,0.9047755139389893
0.83,0.9226983225932551
0.84,0.9406215600827126
0.85,0.9585452227157234
0.86,0.9764693068438671
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
