pi2,lambda
0.0,0.5675636876538707
0.0,0.5669437952225466
0.0,0.566322133376047
0.0,0.565698694569022
0.0,0.5650734712093007
0.01,0.5644464556578921
0.01,0.5638176402397881
0.01,0.563187017229559
0.01,0.562554578865759
0.01,0.5619203173293165
0.02,0.5554756769699807
0.03,0.5488397858069364
0.04,0.5420040485845085
0.05,0.5349593495943533
0.06,0.5276960128453759
0.07,0.5202037585203981
0.08,0.5124716553306053
0.09,0.5044880683067656
0.1,0.49624060150499444
0.11,0.4877160350291929
0.12,0.4789002557542913
0.13,0.46977818091832585
0.14,0.4603336738162085
0.15,0.45054945055072704
0.16,0.44040697674588836
0.17,0.4298863529620459
0.18,0.41896618732895147
0.19,0.40762345368597347
0.2,0.3958333333350394
0.21,0.3835690381084816
0.22,0.3708016121802477
0.23,0.35749970953750254
0.24,0.34362934362987935
0.25,0.3291536050149214
0.26,0.3140323422023849
0.27,0.29822179991683706
0.28,0.2816742081444026
0.29,0.2643373138744695
0.3,0.2461538461541867
0.31,0.22706090309991248
0.32,0.2069892473127971
0.33,0.18586249340486477
0.34,0.16359616801768595
0.35,0.14009661835779458
0.36,0.11525974025958038
0.37,0.08896949008020788
0.38,0.06109613656628947
0.39,0.031494198437825034
0.391,0.02843280331000038
0.392,0.025352328430449676
0.393,0.02225259718035863
0.394,0.01913343075834397
0.395,0.01599464817685181
0.396,0.012836066215336873
0.397,0.009657499380644896
0.398,0.0064587598781998545
0.399,0.0032396575867927463
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
