pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.311,
0.312,0.000858281223259692
0.313,0.00182395166565456
0.314,0.0027897317839427433
0.315,0.0037556210342827925
0.316,0.004721618872833252
0.317,0.005687724773760668
0.318,0.006653938196825188
0.319,0.007620258619794954
0.32,0.008586685516836503
0.33,0.01825669780233833
0.34,0.02793680644316596
0.35,0.037626541556703426
0.36,0.047325462757430714
0.37,0.057033156801478045
0.38,0.06674923550490154
0.39,0.07647333380242152
0.4,0.0862051080294596
0.41,0.09594423435184163
0.42,0.10569040729274366
0.43,0.11544333846492903
0.44,0.12520275533179837
0.45,0.1349684001377148
0.46,0.14474002888514959
0.47,0.15451741041627443
0.48,0.16430032556298435
0.49,0.1740885663653504
0.5,0.18388193535129987
0.51,0.19368024488112556
0.52,0.2034833165100025
0.53,0.2132909804513499
0.54,0.22310307502218432
0.55,0.23291944617851432
0.56,0.24273994704713192
0.57,0.2525644375222336
0.58,0.26239278385843984
0.59,0.27222485831783827
0.6,0.28206053883143345
0.61,0.29189970867500253
0.62,0.301742256191773
0.63,0.3115880745006922
0.64,0.32143706124431604
0.65,0.33128911836190816
0.66,0.34114415184092933
0.67,0.3510020715261528
0.68,0.36086279091437345
0.69,0.37072622696352264
0.7,0.3805922999341982
0.71,0.3904609332095841
0.72,0.4003320531477852
0.73,0.410205588941365
0.74,0.42008147247688254
0.75,0.42995963820883754
0.76,0.4398400230336135
0.77,0.44972256617782863
0.78,0.459607209093889
0.79,0.4694938953519416
0.8,0.47938257055703615
0.81,0.4892731822374769
0.82,0.49916567977278903
0.83,0.5090600143144857
0.84,0.5189561386960259
0.85,0.5288540073715883
0.86,0.5387535763440393
0.87,0.5486548030929012
0.88,0.5585576465203274
0.89,0.5684620668898759
0.9,0.5783680257616804
0.91,0.5882754859492308
0.92,0.5981844114725534
0.93,0.6080947674933803
0.94,0.6180065202791358
0.95,0.6279196371633163
0.96,0.6378340864950697
0.97,0.6477498375995773
0.98,0.6576668607564438
0.99,0.6675851271348694
