pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.291,
0.292,
0.293,
0.294,
0.295,
0.296,
0.297,0.0003883039572683966
0.298,0.0009402881238445232
0.299,0.0014924867224230226
0.3,0.0020448982691450984
0.31,0.007580410121271842
0.32,0.01313568767486894
0.33,0.018709459932845906
0.34,0.024300565365112832
0.35,0.029907940091733993
0.36,0.03553060763277706
0.37,0.04116766989351073
0.38,0.046818299323723694
0.39,0.052481731970240114
0.4,0.0581572613578029
0.41,0.0638442331082847
0.42,0.06954204011094377
0.43,0.07525011827613864
0.44,0.0809679427068283
0.45,0.08669502431667082
0.46,0.09243090676146097
0.47,0.09817516370911804
0.48,0.10392739636538752
0.49,0.109687231273264
0.5,0.11545431827808769
0.51,0.12122832873034652
0.52,0.1270089538289406
0.53,0.1327959031229171
0.54,0.13858890315726893
0.55,0.14438769622678152
0.56,0.1501920392523339
0.57,0.1560017027328334
0.58,0.16181646980879988
0.59,0.16763613537997402
0.6,0.17346050533457513
0.61,0.17928939579296546
0.62,0.1851226324449554
0.63,0.19096004991952467
0.64,0.1968014912265735
0.65,0.202646807220285
0.66,0.20849585610570576
0.67,0.21434850299935104
0.68,0.22020461950061404
0.69,0.22606408329559063
0.7,0.23192677781492688
0.71,0.237792591888066
0.72,0.24366141942990882
0.73,0.24953315915628768
0.74,0.25540771431024506
0.75,0.2612849924027181
0.76,0.26716490500004453
0.77,0.2730473674682489
0.78,0.2789322988073695
0.79,0.28481962142815836
0.8,0.2907092609792057
0.81,0.2966011461956715
0.82,0.3024952087192063
0.83,0.30839138295388746
0.84,0.3142896059401624
0.85,0.32018981720358203
0.86,0.3260919586539556
0.87,0.3319959744484905
0.88,0.33790181089454846
0.89,0.3438094163415981
0.9,0.34971874109117457
0.91,0.35562973729963615
0.92,0.36154235889172714
0.93,0.3674565614741376
0.94,0.37337230227787926
0.95,0.3792895400610419
0.96,0.3852082350547691
0.97,0.39112834889482806
0.98,0.3970498445567811
0.99,0.4029726863091639
