pi2,lambda
0.0,0.308198941000539
0.0,0.3068688724386172
0.0,0.30553357241005696
0.0,0.30419300922798986
0.0,0.30284715094983444
0.01,0.30149596535208406
0.01,0.3001394199591206
0.01,0.2987774820071976
0.01,0.2974101184696521
0.01,0.2960372960388965
0.02,0.2820012995434914
0.03,0.2673805881366892
0.04,0.2521367521371652
0.05,0.23622782446339924
0.06,0.2196078431366378
0.07,0.20222634508335569
0.08,0.1840277777780399
0.09,0.1649508121697467
0.1,0.14492753623365864
0.11,0.1238825031945203
0.12,0.10173160173023706
0.13,0.07838070628704921
0.14,0.05372405372360343
0.15,0.02764227642370421
0.151,0.02495065837832962
0.152,0.02224330592287586
0.153,0.01952007215172055
0.154,0.016780808203573045
0.155,0.01402536323266166
0.156,0.011253584376319231
0.157,0.008465316708162382
0.158,0.0056604032164818885
0.159,0.0028386847538203197
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
