pi2,lambda
0.0,0.48600857341832504
0.0,0.4851723273262606
0.0,0.4843333537072433
0.0,0.48349163917773114
0.0,0.4826471702749473
0.01,0.48179993344607425
0.01,0.48094991505545853
0.01,0.48009710136660094
0.01,0.4792414785601665
0.01,0.4783830327195765
0.02,0.4696401799109772
0.03,0.46059901134134285
0.04,0.4512439807373222
0.05,0.44155844155867346
0.06,0.43152454780302396
0.07,0.4211231439085899
0.08,0.41033364226019214
0.09,0.3991338866850515
0.1,0.38750000000070456
0.11,0.37540621343967157
0.12,0.3628246753253144
0.13,0.3497252360167568
0.14,0.33607520564012344
0.15,0.3218390804606561
0.16,0.3069782330335489
0.17,0.2914505604825919
0.18,0.2752100840347755
0.19,0.25820649184051425
0.2,0.2403846153839856
0.21,0.2216838279836798
0.22,0.20203735144137006
0.23,0.18137145409926936
0.24,0.1596045197726609
0.25,0.13664596273217738
0.26,0.11239495798167662
0.27,0.08673894912297125
0.28,0.059551886792139366
0.29,0.030692139054992764
0.291,0.02770818956106617
0.292,0.02470576298538371
0.293,0.021684686724914002
0.294,0.018644786008463084
0.295,0.015585883871463162
0.296,0.01250780112355826
0.297,0.009410356298181823
0.298,0.0062933656345487265
0.299,0.0031566430272328768
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
