pi2,lambda
0.0,0.19406834300605408
0.0,0.19274411279821344
0.0,0.19141563897391478
0.0,0.19008290148665785
0.0,0.1887458801710897
0.01,0.18740455472859835
0.01,0.18605890474171893
0.01,0.18470890965972742
0.01,0.1833545488058439
0.01,0.1819958013772324
0.02,0.168162393162688
0.03,0.15386643813028278
0.04,0.13908482546740208
0.05,0.12379290285183969
0.06,0.10796434732727032
0.07,0.09157102307610429
0.08,0.07458282458425661
0.09,0.056967503343006924
0.1,0.038690476189907834
0.11,0.019714612828849218
0.111,0.01777707930788602
0.11214285714285714,0.015553659169312364
0.11328571428571428,0.013320476630080309
0.11442857142857142,0.011077468687418221
0.11557142857142857,0.008824571819924212
0.11671428571428571,0.0065617219479485395
0.11785714285714285,0.004288854458804812
0.119,0.0020059041815587843
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
