pi2,lambda
0.0,0.15775648520576432
0.0,0.1560857723736226
0.0,0.1544081063088218
0.0,0.15272344156278397
0.0,0.15103173226914562
0.01,0.14933293214375767
0.01,0.1476269944846858
0.01,0.1459138721578035
0.01,0.14419351759679264
0.01,0.1424658827959398
0.02,0.1247782377295453
0.03,0.10630630630709183
0.04,0.08699397071409244
0.05,0.06677937447063825
0.06,0.04559414126978246
0.07,0.02336245894684588
0.07100000000000001,0.0210785696535005
0.07214285714285715,0.018454459393070992
0.07328571428571429,0.015815338579136258
0.07442857142857143,0.013161070513005572
0.07557142857142858,0.01049151674921264
0.07671428571428572,0.007806537070304469
0.07785714285714286,0.005105989458028564
0.079,0.002389730057316915
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
