lambda,f0,f1,f2
0.01,0.09940059941916975,0.2981837445696618,0.6024156560112708
0.02,0.0988023955155822,0.2963347596412292,0.6048628448431735
0.03,0.0982053854437051,0.2944527246365462,0.6073418899197714
0.04,0.09760956694156699,0.29253732961489376,0.6098531034434981
0.05,0.09701493840152628,0.2905882763074356,0.6123967852909986
0.060000000000000005,0.09642149894213779,0.2886052791901029,0.6149732218677775
0.06999999999999999,0.0958292484811518,0.28658806659418445,0.6175826849246485
0.08,0.09523818780940504,0.28453638185275926,0.6202254303378054
0.09,0.09464831866527632,0.2824499844805063,0.6229016968542054
0.09999999999999999,0.09405964380955016,0.2803286513846358,0.6256117048058107
0.11,0.09347216710037445,0.2781721781038364,0.6283556547957794
0.12,0.09288589356799035,0.27598038007173,0.6311337263602764
0.13,0.09230082948890264,0.27375309390090496,0.6339460766101996
0.14,0.09171698245914255,0.2714901786831437,0.6367928388577128
0.15000000000000002,0.0911343614662303,0.2691915173009024,0.6396741212328608
0.16,0.09055297695941637,0.2668570177445834,0.6425900052960033
0.17,0.08997284091777638,0.2644866144297036,0.645540544652509
0.18000000000000002,0.08939396691571455,0.2620802695075772,0.648525763576709
0.19,0.08881637018536724,0.25963797416249235,0.6515456556521464
0.2,0.08824006767545466,0.25715974988815954,0.6546001824363906
0.21000000000000002,0.08766507810604693,0.25464564973553594,0.6576892721584294
0.22,0.0870914220187354,0.2520957595238579,0.6608128184574009
0.23,0.08651912182170284,0.24951019900639404,0.6639706791719067
0.24000000000000002,0.08594820182913922,0.24688912298197485,0.6671626751888899
0.25,0.08537868829452236,0.24423272234336788,0.6703885893621122
0.26,0.0848106094372254,0.24154122505317144,0.6736481655095976
0.27,0.08424399546197439,0.23881489703798836,0.6769411075000347
0.28,0.08367887857067605,0.23605404299156307,0.6802670784377657
0.29000000000000004,0.0831152929661806,0.2332590070777377,0.6836256999560734
0.3,0.08255327484757445,0.23043017352427841,0.6870165516281728
0.31,0.08199286239661478,0.22756796709885538,0.690439170504534
0.32,0.08143409575503699,0.22467285345915652,0.6938930507858053
0.33,0.08087701699241527,0.22174533936927535,0.6973776436383009
0.34,0.0803216700644242,0.21878597277557216,0.7008923571599955
0.35000000000000003,0.07976810076134304,0.21579534273571868,0.7044365565029357
0.36000000000000004,0.07921635664675243,0.2127740791956552,0.7080095641575876
0.37,0.07866648698643929,0.20972285261014548,0.7116106604034079
0.38,0.07811854266760467,0.2066423734036977,0.7152390839287031
0.39,0.0775725761085562,0.20353339126980483,0.7188940326216458
0.4,0.07702864115915543,0.20039669430772158,0.7225746645330942
0.41000000000000003,0.07648679299237023,0.19723310799727606,0.7262800990103487
0.42000000000000004,0.07594708798735193,0.19404349401350232,0.7300094179991546
0.43,0.0754095836045878,0.19082874888443024,0.7337616675109937
0.44,0.07487433825369774,0.1875898024965124,0.7375358592497837
0.45,0.07434141115456361,0.1843276164536901,0.741330972391743
0.46,0.07381086219252236,0.1810431822973274,0.7451459555101287
0.47000000000000003,0.0732827517684425,0.17773751959559975,0.7489797286359511
0.48000000000000004,0.07275714064452204,0.17441167391198695,0.7528311854435021
0.49,0.07223408978672975,0.1710667146637551,0.7566991955495235
0.5,0.07171366020481836,0.1677037328821939,0.7605826069129757
0.51,0.07119591279087602,0.16432383888727928,0.7644802483218357
0.52,0.07068090815739332,0.1609281598901392,0.7683909319525047
0.53,0.07016870647582883,0.1575178375372805,0.772313455986905
0.54,0.06965936731665848,0.1540940254109814,0.7762466072723853
0.55,0.06915294949183962,0.15065788650037665,0.780189164007794
