pi2,lambda
0.0,0.4220163398637499
0.0,0.4211328293971013
0.0,0.42024665297643676
0.0,0.4193577986588539
0.0,0.4184662544258167
0.01,0.4175720081831558
0.01,0.41667504777187275
0.01,0.41577536095373435
0.01,0.41487293542567805
0.01,0.41396775879820336
0.02,0.4047619047615968
0.03,0.39526675415304635
0.04,0.38546862204879306
0.05,0.37535295525158624
0.06,0.36490426286265965
0.07,0.3541060401727404
0.08,0.34294068504732744
0.09,0.331389405952656
0.1,0.3194321206751324
0.11,0.307047344520497
0.12,0.29421206685101003
0.13,0.280901614375956
0.14,0.26708949964677936
0.15,0.2527472527471587
0.16,0.23784423407828922
0.17,0.22234742567863294
0.18,0.20622119815724346
0.19,0.18942704992719248
0.2,0.17192331478094008
0.21,0.15366483331285494
0.22,0.1346025828801266
0.23,0.11468325987490445
0.24,0.093848807129678
0.25,0.07203587779045005
0.26,0.04917522564525796
0.27,0.02519100986789763
0.271,0.022727656612302773
0.272,0.020252154695010103
0.273,0.01776441572197492
0.274,0.015264350459979939
0.275,0.012751868807822498
0.276,0.010226879803517793
0.277,0.007689291602689242
0.278,0.0051390114749669145
0.279,0.0025759457895811228
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
