pi1,pi2
0.01,
0.011,
0.012,
0.013,
0.014,
0.015,
0.016,0.00010884945335335376
0.017,0.0009664471858048522
0.018,0.0018247528305514631
0.019,0.002683743794762542
0.02,0.003543398602103141
0.03,0.012172394093340038
0.04,0.02085016591763224
0.05,0.029565954902980154
0.06,0.038312268945479566
0.07,0.04708365957134626
0.08,0.05587602888481839
0.09,0.06468621074180826
0.1,0.07351170448008527
0.11,0.08235049848774466
0.12,0.09120094920748872
0.13,0.100061695785933
0.14,0.10893159832779295
0.15,0.11780969229964013
0.16,0.12669515419585897
0.17,0.13558727529739606
0.18,0.14448544128310853
0.19,0.15338911622065593
0.2,0.16229782982404325
0.21,0.17121116718906354
0.22,0.18012876051682336
0.23,0.18905028227430634
0.24,0.19797543959028524
0.25,0.20690396958764906
0.26,0.21583563546846568
0.27,0.22477022322211976
0.28,0.2337075388484802
0.29,0.24264740595563333
0.3,0.2515896637465895
0.31,0.2605341652689056
0.32,0.2694807758876069
0.33,0.2784293719850104
0.34,0.28737983980821286
0.35,0.29633207448225224
0.36,0.3052859791169117
0.37,0.31424146405398545
0.38,0.32319844616496646
0.39,0.33215684826038444
0.4,0.3411165985495664
0.41,0.3500776301580217
0.42,0.3590398807168599
0.43,0.3680032919558107
0.44,0.37696780937907937
0.45,0.3859333819592108
0.46,0.3948999618381575
0.47,0.40386750410037786
0.48,0.4128359665351317
0.49,0.4218053094311878
0.5,0.4307754953859407
0.51,0.439746489146939
0.52,0.44871825744261123
0.53,0.4576907688526073
0.54,0.46666399367454015
0.55,0.4756379038051327
0.56,0.48461247262856816
0.57,0.49358767492645017
0.58,0.5025634867769582
0.59,0.511539885464807
0.6,0.5205168494308252
0.61,0.5294943581675075
0.62,0.538472392168594
0.63,0.5474509328678416
0.64,0.5564299625886024
0.65,0.5654094644681897
0.66,0.5743894224326674
0.67,0.5833698211464263
0.68,0.5923506459545602
0.69,0.6013318828684585
0.7,0.61031351850458
0.71,0.6192955400736456
0.72,0.6282779353266172
0.73,0.6372606925366889
0.74,0.6462438004812775
0.75,0.655227248388001
0.76,0.6642110259382777
0.77,0.6731951232349137
0.78,0.682179530766086
0.79,0.6911642394161475
0.8,0.7001492404152043
0.81,0.7091345253391167
0.82,0.7181200860878886
0.83,0.7271059148748623
0.84,0.7360920042051108
0.85,0.7450783468610291
0.86,0.7540649358987351
0.87,0.7630517646228556
0.88,0.772038826582927
0.89,0.7810261155661911
0.9,0.7900136255723835
0.91,0.7990013508209383
0.92,0.8079892857257749
0.93,0.8169774249061048
0.94,0.8259657631504143
0.95,0.8349542954416752
0.96,0.8439430169177295
0.97,0.8529319228856939
0.98,0.8619210088075528
0.99,0.8709102702965594
