pi2,lambda
0.0,0.4989671498025154
0.0,0.4979299845762491
0.0,0.49688847694526506
0.0,0.4958425992925022
0.0,0.494792323759592
0.01,0.4905466773322133
0.01,0.49161482774871873
0.01,0.48947398611690845
0.01,0.49373762225766377
0.01,0.4926784664457349
0.02,0.478490747416171
0.03,0.46701946702089403
0.04,0.45502645502641376
0.05,0.4424748001390518
0.06,0.42932396839315484
0.07,0.41552933919310964
0.08,0.40104166666539703
0.09,0.3858064516117544
0.1,0.3697632058285531
0.11,0.3528445861095166
0.12,0.33497536945754125
0.13,0.31607123347522037
0.14,0.2960372960388965
0.15,0.2747663551395954
0.16,0.2521367521371652
0.17,0.22800975749640925
0.18,0.20222634508335569
0.19,0.17460317460316171
0.2,0.14492753623365864
0.21,0.11295091661721621
0.22,0.07838070628704921
0.23,0.040869359790587756
0.23099999999999998,0.03694110744613538
0.23199999999999998,0.032978887348061536
0.23299999999999998,0.02898223042411004
0.23399999999999999,0.02495065837832962
0.235,0.020883683460571574
0.236,0.016780808203573045
0.237,0.0126415251744467
0.238,0.008465316708162382
0.239,0.004251654637427206
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
