pi2,lambda
0.0,0.4575538616580838
0.0,0.4567721532257576
0.0,0.4559881984220995
0.0,0.4552019875912224
0.0,0.45441351101601246
0.01,0.4536227589289329
0.01,0.4528297214940168
0.01,0.452034388832078
0.01,0.45123675100270333
0.01,0.4504367980042524
0.02,0.44230769230861167
0.03,0.4339356295862103
0.04,0.4253095975230603
0.05,0.41641791044661924
0.06,0.40724815724666896
0.07,0.39778714436200263
0.08,0.3880208333322997
0.09,0.37793427229931426
0.1,0.3675115207370571
0.11,0.3567355666438302
0.12,0.34558823529571736
0.13,0.33405008853867085
0.14,0.3221003134810945
0.15,0.3097165991894994
0.16,0.29687500000061817
0.17,0.2835497835483326
0.18,0.2697132616469901
0.19,0.2553356016072331
0.2,0.2403846153839856
0.21,0.22482552343041035
0.22,0.20862068965623742
0.23,0.19172932330900708
0.24,0.17410714285844237
0.25,0.1557059961321994
0.26,0.13647342994999614
0.27,0.11635220125696731
0.28,0.09527972028044061
0.29,0.07318741450195632
0.3,0.049999999999761784
0.31,0.025634644102250723
0.311,0.023129884350421265
0.312,0.020612343298018386
0.313,0.018081923626234994
0.314,0.015538527033027482
0.315,0.0129820542187093
0.316,0.010412404875146188
0.317,0.007829477674951348
0.318,0.005233170249875872
0.319,0.0026233791836055443
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
