pi2,lambda
0.0,0.2617057245011034
0.0,0.2603247944999922
0.0,0.2589385743333814
0.0,0.25754703272138385
0.0,0.2561501381428049
0.01,0.2547478588099315
0.01,0.2533401626757356
0.01,0.2519270174374757
0.01,0.2505083905222903
0.01,0.24908424908359614
0.02,0.23453211341508323
0.03,0.21939029301029703
0.04,0.20362103174487547
0.05,0.18718315351687329
0.06,0.17003164902450144
0.07,0.15211719847502236
0.08,0.13338561775966548
0.09,0.11377721277696295
0.1,0.0932260228052267
0.11,0.07165892901314928
0.12,0.04899459784069199
0.13,0.02514222063031304
0.131,0.022687825588738095
0.132,0.020220434299558696
0.133,0.01773993711569431
0.134,0.015246223079082384
0.135,0.012739179895467101
0.136,0.010218693909188236
0.137,0.007684650077969937
0.138,0.005136931969319126
0.139,0.00257542171370472
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
