pi2,lambda
0.0,0.2152400598667975
0.0,0.21307738255049702
0.0,0.21090318293738877
0.0,0.20871737064174395
0.0,0.20651985434501943
0.01,0.2043105417706466
0.01,0.20208933969483658
0.01,0.19985615391416542
0.01,0.19761088924557418
0.01,0.19535344949755643
0.02,0.17208752217526016
0.03,0.14749034749128495
0.04,0.12144702842226528
0.05,0.09382924767377544
0.06,0.0644932671865612
0.07,0.03327756088473988
0.07100000000000001,0.030045788863093757
0.07214285714285715,0.02632686256289822
0.07328571428571429,0.02258048360361803
0.07442857142857143,0.01880635371883044
0.07557142857142858,0.015004170370616314
0.07671428571428572,0.01117362665231685
0.07785714285714286,0.00731441123450969
0.079,0.003426208256960892
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
