pi2,lambda
0.0,0.5252909245191325
0.0,0.5242615543596784
0.0,0.5232276487966195
0.0,0.5221891773604292
0.0,0.5211461093114592
0.01,0.5169272461607765
0.01,0.517989013787485
0.01,0.5158607239155378
0.01,0.520098413621934
0.01,0.519046058979552
0.02,0.5049267003126561
0.03,0.4934794934806308
0.04,0.48148148147987463
0.05,0.4688912061168005
0.06,0.45566286216144763
0.07,0.4417457012864453
0.08,0.4270833333315918
0.09,0.41161290322682964
0.1,0.3952641165760291
0.11,0.3779580797836337
0.12,0.35960591132850156
0.13,0.3401070687203157
0.14,0.319347319347893
0.15,0.29719626168226027
0.16,0.2735042735049458
0.17,0.24809872291416188
0.18,0.22077922077981477
0.19,0.19131161236513777
0.2,0.15942028985404763
0.21,0.1247782377295453
0.22,0.08699397071409244
0.23,0.04559414126978246
0.23099999999999998,0.0412340891383716
0.23199999999999998,0.03683156110233593
0.23299999999999998,0.032385898119477424
0.23399999999999999,0.027896426784421176
0.235,0.02336245894684588
0.236,0.018783291282893563
0.237,0.014158204859376133
0.238,0.00948646468357545
0.239,0.004767319238637079
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
