pi2,lambda
0.0,0.13342090513556576
0.0,0.1317544727786465
0.0,0.13008130555401665
0.0,0.12840136054502238
0.0,0.12671459445324038
0.01,0.12502096359127443
0.01,0.12332042389356046
0.01,0.12161293088755393
0.01,0.11989843970093264
0.01,0.11817690506159689
0.02,0.10056390977621263
0.03,0.082193573717525
0.04,0.06301313629076759
0.05,0.04296455424140681
0.06,0.02198379351594631
0.061000000000000006,0.01983178377577916
0.062000000000000006,0.01766967523840206
0.063,0.015497392241422853
0.064,0.013314858315691156
0.065,0.01112199619610322
0.066,0.008918727785585936
0.067,0.006704974155096803
0.068,0.004480655540022355
0.069,0.002245691318568563
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
