pi1,pi2
0.001,7.988154033436421e-05
0.002,0.00027263279900660906
0.003,0.0005382495705192775
0.004,0.0008558078899624117
0.005,0.001212741493833595
0.006,0.0016008081263802288
0.007,0.002014258529877639
0.008,0.0024488954800646607
0.009,0.0029015452082684647
0.01,0.0033697397835902978
0.02,0.008605490520581424
0.03,0.014403505774363551
0.04,0.020494770675554698
0.05,0.026769186974923403
0.06,0.033169540423193485
0.07,0.039661919775832076
0.08,0.046224448715108696
0.09,0.05284214886420379
0.1,0.05950430007084153
0.11,0.06620296173479667
0.12,0.07293208834161412
0.13,0.07968697254375091
0.14,0.08646387947221985
0.15,0.09325979824786695
0.16,0.10007226815739789
0.17,0.10689925399843445
0.18,0.11373905477537763
0.19,0.12059023557156087
0.2,0.1274515758374911
0.21,0.13432202960038295
0.22,0.14120069445078945
0.23,0.14808678702651773
0.24,0.1549796235135717
0.25,0.16187860390716433
0.26,0.1687831992512527
0.27,0.17569294117229073
0.28,0.18260741325700147
0.29,0.1895262438923983
0.3,0.19644910027272378
0.31,0.20337568335000822
0.32,0.21030572360219071
0.33,0.21723897739190234
0.34,0.22417522387989616
0.35,0.2311142623778716
0.36,0.23805591006145937
0.37,0.24500000000014643
0.38,0.25194637943211046
0.39,0.2588949082731577
0.4,0.26584545781294394
0.41,0.272797909562463
0.42,0.2797521542492008
0.43,0.2867080909275399
0.44,0.29366562619000985
0.45,0.30062467345777183
0.46,0.3075851523827534
0.47,0.3145469882713924
0.48,0.3215101115912181
0.49,0.3284744575422611
0.5,0.33543996563926753
0.51,0.3424065793731487
0.52,0.34937424587243104
0.53,0.3563429156151279
0.54,0.3633125421658233
0.55,0.37028308194156745
0.56,0.37725449399217953
0.57,0.3842267397913549
0.58,0.3911997830817962
0.59,0.39817358968072697
0.6,0.40514812736464106
0.61,0.4121233656928233
0.62,0.4190992759209123
0.63,0.42607583086043666
0.64,0.4330530047779716
0.65,0.4400307733086998
0.66,0.44700911335556653
0.67,0.453988003002842
0.68,0.46096742146209657
0.69,0.46794734897855966
0.7,0.47492776677709553
0.71,0.4819086569973748
0.72,0.48889000265065463
0.73,0.49587178754414596
0.74,0.5028539962630051
0.75,0.5098366140946998
0.76,0.5168196270146039
0.77,0.5238030216319716
0.78,0.5307867851539241
0.79,0.5377709053638366
0.8,0.5447553705709194
0.81,0.5517401695994101
0.82,0.5587252917525602
0.83,0.565710726787422
0.84,0.572696464889638
0.85,0.5796824966554328
0.86,0.5866688130664032
0.87,0.5936554054715079
0.88,0.600642265569061
0.89,0.6076293853851229
0.9,0.6146167572662949
0.91,0.621604373854511
0.92,0.6285922280762304
0.93,0.6355803131316338
0.94,0.6425686224730144
0.95,0.6495571498083793
0.96,0.6565458890690332
0.97,0.663534834416785
0.98,0.6705239802259362
0.99,0.6775133210760809
