pi2,lambda
0.0,0.1528116064809725
0.0,0.14935177454650678
0.0,0.14587032255168247
0.0,0.1423670668941846
0.0,0.13884182198721748
0.01,0.12451716716283233
0.01,0.12813226556527346
0.01,0.12087912088051425
0.01,0.13529440023069136
0.01,0.13172461198961316
0.02,0.0831918505955507
0.03,0.042977403633811286
0.031,0.03880812207249717
0.032,0.034610983983190825
0.033,0.03038573589615813
0.034,0.026132121409963367
0.035,0.021849881126640387
0.036,0.017538752637286294
0.037,0.013198470457232648
0.038,0.008828765990029408
0.039,0.0044293674914290294
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
