pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
0.51,
0.52,
0.53,
0.54,
0.55,
0.56,
0.57,
0.58,
0.59,
0.6,
0.61,
0.62,
0.63,
0.64,
0.65,
0.66,
0.67,
0.68,
0.69,
0.7,
0.71,
0.72,
0.73,
0.74,
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.851,
0.852,
0.853,
0.854,
0.855,
0.856,
0.857,
0.858,0.00011826073772502108
0.859,0.00025631777154803395
0.86,0.00039446739527861845
0.87,0.001781009429590413
0.88,0.0031765792356039727
0.89,0.004580972699898112
0.9,0.005993992004646733
0.91,0.007415445361100493
0.92,0.008845146797092461
0.93,0.010282915912129393
0.94,0.011728577679303786
0.95,0.013181962236401114
0.96,0.014642904687811912
0.97,0.016111244931654996
0.98,0.01758682746889275
0.99,0.01906950124125912
