pi2,lambda
0.0,0.5254786795424028
0.0,0.5246386229369671
0.0,0.5237956041459959
0.0,0.5229496075529562
0.0,0.5221006174368682
0.01,0.5212486179542979
0.01,0.5203935931609661
0.01,0.5195355269973428
0.01,0.5186744032886473
0.01,0.5178102057448472
0.02,0.5089955022495645
0.03,0.4998546088966545
0.04,0.49036918138091085
0.05,0.48051948051943677
0.06,0.4702842377247184
0.07,0.4596405046342649
0.08,0.4485634847070404
0.09,0.43702634427997883
0.1,0.42500000000160965
0.11,0.41245287923928425
0.12,0.39935064935057973
0.13,0.385655910949517
0.14,0.37132784958871595
0.15,0.3563218390792803
0.16,0.3405889884780707
0.17,0.32407562322334227
0.18,0.3067226890773109
0.19,0.2884650651031313
0.2,0.2692307692313896
0.21,0.24894003634079442
0.22,0.2275042444810462
0.23,0.20482465936982677
0.24,0.18079096045280693
0.25,0.15527950310690863
0.26,0.1281512605029443
0.27,0.09924937447866647
0.28,0.06839622641591173
0.29,0.035389915438609656
0.291,0.031962261652025856
0.292,0.02851055194642388
0.293,0.025034535344376108
0.294,0.02153395739291187
0.295,0.01800856012389986
0.296,0.014458081964008142
0.297,0.01088225770228979
0.298,0.007280818400142873
0.299,0.003653491351692901
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
