pi2,lambda
0.0,0.16627587122077261
0.0,0.1648642153337469
0.0,0.16344793711492306
0.0,0.1620270143640447
0.0,0.16060142475119796
0.01,0.15917114579880337
0.01,0.15773615488521747
0.01,0.15629642924833442
0.01,0.15485194598558616
0.01,0.15340268203953566
0.02,0.13864192758717156
0.03,0.12337662337790672
0.04,0.10758112898724267
0.05,0.09122807017371017
0.06,0.07428819193362923
0.07,0.056730196544404525
0.08,0.03852056476314191
0.09,0.019623358127675378
0.09100000000000001,0.017694359758903364
0.09214285714285715,0.015480850003488589
0.09328571428571429,0.013257746218567927
0.09442857142857143,0.01102498758393877
0.09557142857142858,0.008782512782377816
0.09671428571428572,0.006530259970828321
0.09785714285714286,0.004268166805611265
0.099,0.001996170413612585
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
