pi2,lambda
0.0,0.3894410415511439
0.0,0.38825242902131424
0.0,0.387059134585637
0.0,0.38586113019485907
0.0,0.3846583875728267
0.01,0.37857259513206937
0.01,0.381021444110933
0.01,0.37979946117428875
0.01,0.38345087821648516
0.01,0.3822385733886758
0.02,0.3660287081338532
0.03,0.3529622337568895
0.04,0.3393393393399342
0.05,0.3251231527098774
0.06,0.3102734051372241
0.07,0.29474602136607797
0.08,0.2784926470591393
0.09,0.2614601018660805
0.1,0.24358974359005303
0.11,0.2248167254947499
0.12,0.2050691244257139
0.13,0.18426691153816696
0.14,0.1623207301159923
0.15,0.13913043478118112
0.16,0.11458333333365348
0.17,0.08855205424808117
0.18,0.06089193825181464
0.19,0.03143781784707211
0.191,0.02838666995996253
0.192,0.025315504806894363
0.193,0.02222411484572413
0.194,0.019112289469347624
0.195,0.015979814969683884
0.196,0.012826474462041581
0.197,0.009652047827493505
0.198,0.006456311633641338
0.199,0.0032390391022012674
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
