pi2,lambda
0.0,0.19997365818908447
0.0,0.1973953854505526
0.0,0.19479655041968427
0.0,0.1921768707491243
0.0,0.18953605854505529
0.01,0.18687382024114102
0.01,0.1841898564364553
0.01,0.18148386175501874
0.01,0.17875552469093076
0.01,0.17600452744629708
0.02,0.14717348927947188
0.03,0.11567311488183284
0.04,0.08105022830995
0.05,0.04273504273651719
0.051,0.03867408511828758
0.052,0.03456827614279241
0.053,0.03041676440643007
0.054,0.026218675736289943
0.05499999999999999,0.021973112383394243
0.055999999999999994,0.017679152241151023
0.056999999999999995,0.013335847970165616
0.057999999999999996,0.008942226141060038
0.059,0.004497286294455704
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
