pi2,lambda
0.0,0.4254147006930032
0.0,0.4242711501635593
0.0,0.42312299272796594
0.0,0.4219702001496865
0.0,0.42081274396888596
0.01,0.4149544959476821
0.01,0.4173121055645822
0.01,0.4161357055275896
0.01,0.41965059548081995
0.01,0.418483725739437
0.02,0.4028711646953412
0.03,0.3902722947680984
0.04,0.3771236833179564
0.05,0.3633879781434849
0.06,0.349024298715165
0.07,0.33398779975883186
0.08,0.31822916666805035
0.09,0.30169402964640946
0.1,0.28432228039414786
0.11,0.2660472712710029
0.12,0.2467948717961205
0.13,0.22648235089540103
0.14,0.20501704461239717
0.15,0.1822947576646449
0.16,0.15819783197814233
0.17,0.13259279451184297
0.18,0.1053274682314016
0.19,0.07622739018208925
0.2,0.04509132420255195
0.21,0.011685574360120283
0.211,0.00821002971520951
0.212,0.004708796143066314
0.213,0.0011815708032372053
0.214,
0.215,
0.216,
0.217,
0.218,
0.219,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
