pi2,lambda
0.0,0.05224225612663673
0.0,0.0496237585044763
0.0,0.04699133816298146
0.0,0.04434488623301708
0.0,0.041684292732553904
0.01,0.028165271687142262
0.01,0.033616545790244035
0.01,0.03089826317327565
0.01,0.03900944653785583
0.01,0.03632023537267503
0.011,0.02541745430508695
0.012,0.02265469275780113
0.013,0.019876867533424596
0.013999999999999999,0.017083857863139016
0.015,0.01427554169235527
0.016,0.011451795677111753
0.017,0.008612495162464841
0.018,0.005757514160879257
0.019,0.0028867253378216974
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
