pi2,lambda
0.0,0.18598666951230838
0.0,0.18446748794060464
0.0,0.1829424199082616
0.0,0.18141142973423782
0.0,0.17987448143855905
0.01,0.17833153873871685
0.01,0.17678256503886347
0.01,0.17522752344061707
0.01,0.17366637672505333
0.01,0.17209908735270574
0.02,0.15607985480957418
0.03,0.1394025604560819
0.04,0.1220238095224513
0.05,0.10389610389752511
0.06,0.08496732026067051
0.07,0.06518010291701296
0.08,0.044471153846636406
0.09,0.02277039848060871
0.09100000000000001,0.0205428500595823
0.09214285714285715,0.017983885968800527
0.09328571428571429,0.015410728433689309
0.09442857142857143,0.012823251391079782
0.09557142857142858,0.010221327196701132
0.09671428571428572,0.007604826581961386
0.09785714285714286,0.004973618635939405
0.099,0.00232757077297052
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
