pi2,lambda
0.0,0.14148350432320306
0.0,0.13949604758679784
0.0,0.13749742854061006
0.0,0.13548752834627853
0.0,0.13346622611973374
0.01,0.13143339889518202
0.01,0.12938892157108148
0.01,0.12733266685611797
0.01,0.12526450522598598
0.01,0.12318430484775499
0.02,0.10168940870600394
0.03,0.078826161338599
0.04,0.05441400304361001
0.05,0.0282310282305805
0.051,0.025505236967563634
0.052,0.022758713769693295
0.053,0.019991138217111175
0.054,0.017202181991652337
0.05499999999999999,0.01439150860312367
0.055999999999999994,0.011558773126387152
0.056999999999999995,0.008703621906028748
0.057999999999999996,0.00582569226102728
0.059,0.002924612182220108
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
