pi2,lambda
0.0,0.2673467569160849
0.0,0.2654520475239493
0.0,0.2635465365437823
0.0,0.2616301178868834
0.0,0.2597026838258244
0.01,0.25776412499805096
0.01,0.25581433033385104
0.01,0.253853187041948
0.01,0.25188058056268053
0.01,0.24989639452838422
0.02,0.2293906810038376
0.03,0.2075838599909517
0.04,0.18432203389949792
0.05,0.15942028985404763
0.06,0.13265306122433543
0.07,0.10374029640094666
0.08,0.07232704402447633
0.09,0.03795233892287444
0.09100000000000001,0.034329971503173885
0.09214285714285715,0.030145621420618354
0.09328571428571429,0.025912734633796612
0.09442857142857143,0.021630155018618896
0.09557142857142858,0.017296681589478023
0.09671428571428572,0.012911066122194132
0.09785714285714286,0.008472010600480868
0.099,0.003978164514746222
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
