pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
0.51,
0.52,
0.53,
0.54,
0.55,
0.56,
0.57,
0.58,
0.59,
0.6,
0.61,
0.62,
0.621,
0.622,
0.623,0.00039721813813871175
0.624,0.0009080885356436819
0.625,0.0014191399351089335
0.626,0.001930371745872228
0.627,0.0024417833880761228
0.628,0.0029533742854647754
0.629,0.003465143858180743
0.63,0.0039770915407729805
0.64,0.00910623986659612
0.65,0.01425258697304184
0.66,0.019415600241240852
0.67,0.024594769879258477
0.68,0.029789607672339728
0.69,0.03499964579078009
0.7,0.040224435716648944
0.71,0.04546354719932598
0.72,0.050716567308280454
0.73,0.05598309953627321
0.74,0.06126276294937927
0.75,0.06655519142705035
0.76,0.07186003289497446
0.77,0.07717694864797499
0.78,0.08250561269452004
0.79,0.08784571115165352
0.8,0.09319694165073138
0.81,0.09855901282239302
0.82,0.10393164375632143
0.83,0.10931456354744158
0.84,0.1147075108097047
0.85,0.12011023327270913
0.86,0.12552248737111807
0.87,0.1309440378412803
0.88,0.13637465738988352
0.89,0.14181412631578588
0.9,0.14726223221468537
0.91,0.15271876965137374
0.92,0.158183539875211
0.93,0.16365635053559816
0.94,0.1691370154370693
0.95,0.1746253542547647
0.96,0.18012119233634308
0.97,0.18562436044266664
0.98,0.1911346945569161
0.99,0.1966520356576899
