pi2,lambda
0.0,0.39464608086624237
0.0,0.39345409607641463
0.0,0.39225735019598357
0.0,0.391055814228475
0.0,0.38984945892890555
0.01,0.3837443518977595
0.01,0.3862011809791865
0.01,0.3849752510537792
0.01,0.38863825481818665
0.01,0.38742217215791547
0.02,0.3711551606303965
0.03,0.3580335302207525
0.04,0.3443443443436697
0.05,0.33004926108551014
0.06,0.31510632421997337
0.07,0.29946951529523314
0.08,0.28308823529540933
0.09,0.2659067022407172
0.1,0.2478632478636091
0.11,0.22888949226274258
0.12,0.2089093701998803
0.13,0.1878379757177295
0.14,0.1655801825294307
0.15,0.14202898550741985
0.16,0.11706349206445327
0.17,0.09054646988606227
0.18,0.062321326471146354
0.19,0.032208352595766016
0.191,0.02908550476690005
0.192,0.02594150641093625
0.193,0.022776129618688724
0.194,0.01958914299822532
0.195,0.01638031158482766
0.196,0.013149396779763964
0.197,0.00989615626745224
0.198,0.006620343943428356
0.199,0.0033217098279076235
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
