lambda,f0,f1,f2
0.01,0.041776067786226015,0.4534899260917289,0.5047340061218692
0.02,0.04153770118995786,0.45318860670260647,0.5052736921074285
0.03,0.041301675650719155,0.45287731337609266,0.5058210109734227
0.04,0.04106796025462447,0.45255579438238863,0.5063762453627856
0.05,0.04083652445273274,0.45222378679462055,0.5069396887527804
0.060000000000000005,0.04060733805619773,0.45188101592410507,0.5075116460196121
0.06999999999999999,0.040380371231583376,0.45152719472531594,0.5080924340429919
0.08,0.0401555944956703,0.4511620231601069,0.5086823823442193
0.09,0.03993297871018964,0.4507851875235883,0.5092818337662585
0.09999999999999999,0.0397124950763358,0.4503963597269918,0.5098911451968086
0.11,0.03949411512903004,0.44999519653394904,0.510510688337098
0.12,0.03927781073101873,0.4495813387478354,0.5111408505211299
0.13,0.03906355406672115,0.4491544103453683,0.5117820355879055
0.14,0.03885131763585933,0.4487140175528469,0.512434664811221
0.15000000000000002,0.0386410742468987,0.4482597478611166,0.513099177892067
0.16,0.038432797010193004,0.4477911689730333,0.5137760340167887
0.17,0.03822645933097237,0.4473078276803071,0.5144657129887433
0.18000000000000002,0.03802203490200079,0.4468092486616514,0.5151687164363817
0.19,0.037819497696015926,0.4462949331978283,0.5158855691061232
0.2,0.037618821957887426,0.4457643577960899,0.5166168202459898
0.21000000000000002,0.037419982196465605,0.4452169727163879,0.5173630450871721
0.22,0.037222953176132084,0.4446522003917055,0.518124846432195
0.23,0.037027709908025196,0.44406943373356256,0.518902856358476
0.24000000000000002,0.03683422764089297,0.4434680343125671,0.5196977380464977
0.25,0.036642481851593356,0.4428473304041528,0.520510187744205
0.26,0.03645244823515417,0.44220661488681834,0.5213409368780879
0.27,0.036264102694406844,0.4415451429808466,0.5221907543247517
0.28,0.03607742132916357,0.4408621298135703,0.5230604488572848
0.29000000000000004,0.03589238042483958,0.4401567477946115,0.523950871780584
0.3,0.035708956440540895,0.4394281237852453,0.5248629197742135
0.31,0.035527125996538865,0.4386753360425791,0.5257975379609827
0.32,0.03534686586105887,0.437897410917459,0.5267557232215176
0.33,0.035168152936379544,0.43709331928439554,0.5277385277792489
0.34,0.034990964244096194,0.43626197267664135,0.5287470630790932
0.35000000000000003,0.03481527690956094,0.43540221910029575,0.529782503990213
0.36000000000000004,0.034641068145302045,0.4345128384940493,0.5308460933606703
0.37,0.03446831523348684,0.4335925378037104,0.5319391469628805
0.38,0.03429699550715607,0.43263994562976976,0.5330630588630834
0.39,0.034127086330245526,0.43165360640867273,0.5342193072610147
0.4,0.03395856507619528,0.4306319740792673,0.5354094608446825
0.41000000000000003,0.0337914091050115,0.42957340518233456,0.5366351857126838
0.42000000000000004,0.03362559573868993,0.42847615133678113,0.5378982529246852
0.43,0.0334611022346991,0.4273383510246163,0.5392005467406452
0.44,0.033297905757472754,0.4261580206161617,0.5405440736263253
0.45,0.0331359833475551,0.4249330445513801,0.5419309721009978
0.46,0.032975311888261846,0.4236611645900498,0.5433635235216064
0.47000000000000003,0.03281586806951997,0.42233996802843893,0.5448441639019969
0.48000000000000004,0.032657628348602634,0.4209668747703983,0.546375496880995
0.49,0.03250056890741629,0.41953912312672254,0.5479603079657717
0.5,0.032344665605961866,0.41805375420163154,0.5496015801923985
0.51,0.0321898939315185,0.41650759470730425,0.5513025113612683
0.52,0.032036228943104116,0.4148972380299116,0.5530665330269211
0.53,0.03188364521066687,0.41321902334778354,0.5548973314415776
0.54,0.03173211674837417,0.4114690125772958,0.5567988706745564
0.55,0.031581616941378385,0.40964296489761065,0.5587754181612171
0.56,0.03143211846528503,0.4077363085727591,0.5608315729619067
0.5700000000000001,0.03128359319748082,0.40574410975626035,0.5629722970461273
0.5800000000000001,0.031136012119380836,0.4036610379258132,0.5652029499547148
