pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.261,
0.262,
0.263,
0.264,
0.265,
0.266,
0.267,0.0002963191435430899
0.268,0.0011855499938969783
0.269,0.002075189031475646
0.27,0.002965233789183766
0.28,0.01188746644468749
0.29,0.02084770147668294
0.3,0.029843788129088947
0.31,0.03887374632920344
0.32,0.04793574918753378
0.33,0.057028107676594594
0.34,0.0661492571861386
0.35,0.0752977456955054
0.36,0.08447222330737489
0.37,0.09367143299525908
0.38,0.10289420235223913
0.39,0.1121394362509061
0.4,0.12140611028124801
0.41,0.13069326486923827
0.42,0.1400000000004934
0.43,0.14932547045175557
0.44,0.15866888151219344
0.45,0.1680294850972764
0.46,0.17740657623721567
0.47,0.18679948987874456
0.48,0.19620759799303414
0.49,0.205630306921315
0.5,0.21506705497621206
0.51,0.22451731021595683
0.52,0.2339805684346946
0.53,0.2434563513148646
0.54,0.25294420472004164
0.55,0.26244369712103766
0.56,0.2719544181732703
0.57,0.28147597737696745
0.58,0.29100800284902223
0.59,0.3005501401920915
0.6,0.31010205144292796
0.61,0.31966341409634763
0.62,0.3292339202120327
0.63,0.3388132755609531
0.64,0.3484011988546236
0.65,0.35799742102478505
0.66,0.3676016845354977
0.67,0.377213742756464
0.68,0.386833359383171
0.69,0.396460307867837
0.7,0.40609437092959483
0.71,0.4157353400538693
0.72,0.42538301504577913
0.73,0.43503720361595255
0.74,0.4446977209771487
0.75,0.4543643894732928
0.76,0.46403703822651937
0.77,0.4737155028166302
0.78,0.4833996249569499
0.79,0.49308925222420635
0.8,0.502784237759598
0.81,0.51248444003469
0.82,0.522189722584895
0.83,0.5318999537861758
0.84,0.5416150066497525
0.85,0.551334758598804
0.86,0.5610590912775832
0.87,0.5707878903713377
0.88,0.5805210454334315
0.89,0.59025844971247
0.9,0.6000000000010314
0.91,0.6097455964807993
0.92,0.6194951425857006
0.93,0.6292485448758505
0.94,0.6390057128898862
0.95,0.6487665590441231
0.96,0.6585309985028958
0.97,0.6682989490813169
0.98,0.6780703311264219
0.99,0.6878450674343347
