pi2,lambda
0.0,0.2049440863727884
0.0,0.20341442643135413
0.0,0.20187864386522975
0.0,0.2003367003353937
0.0,0.19878855718588365
0.01,0.19723417540417904
0.01,0.1956735156464122
0.01,0.19410653822656362
0.01,0.19253320310565689
0.01,0.19095346989175918
0.02,0.17479509584812883
0.03,0.15794969822544677
0.04,0.1403703703707482
0.05,0.12200562505981086
0.06,0.1027987958681789
0.07,0.08268733850057082
0.08,0.061602011495533175
0.09,0.03946591043505396
0.1,0.016193323367199534
0.101,0.013799962780175078
0.10214285714285715,0.011049484363888029
0.10328571428571429,0.008282635116967212
0.10442857142857143,0.005499258902891965
0.10557142857142858,0.0026991974710030126
0.10671428571428572,
0.10785714285714286,
0.109,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
