pi2,lambda
0.0,0.7346904475618932
0.0,0.7340840094115287
0.0,0.7334747840485125
0.0,0.732862752150266
0.0,0.7322478942177316
0.01,0.7316301905645696
0.01,0.7310096213243595
0.01,0.730386166443398
0.01,0.729759805680699
0.01,0.7291305186043905
0.02,0.7226720647766252
0.03,0.7158969993601408
0.04,0.7087813620079509
0.05,0.7012987012982954
0.06,0.6934197407763699
0.07,0.6851119894594025
0.08,0.6763392857157449
0.09,0.6670612607274654
0.1,0.6572327044036299
0.11,0.6468028121851023
0.12,0.6357142857144643
0.13,0.6239022527668925
0.14,0.6112929623584203
0.15,0.5978021978021736
0.16,0.5833333333323617
0.17,0.5677749360624086
0.18,0.5509977827048498
0.19,0.5328511151292985
0.2,0.5131578947371044
0.21,0.49170872386621434
0.22,0.468253968254945
0.23,0.4424934152773013
0.24,0.4140624999984943
0.25,0.3825136612022912
0.26,0.3472906403948222
0.27,0.3076923076933947
0.28,0.2628205128192546
0.29,0.21150278292978447
0.3,0.1521739130420523
0.31,0.08268733850057082
0.311,0.075073020550038
0.312,0.06732418524961213
0.313,0.05943702732985002
0.314,0.05140758873787651
0.315,0.043231750530185103
0.316,0.034905224225198726
0.317,0.0264235425795746
0.318,0.0177820497414325
0.319,0.008975890697669714
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
