pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.271,
0.272,
0.273,
0.274,
0.275,
0.276,
0.277,
0.278,0.0002469200796110631
0.279,0.0013582210198549694
0.28,0.002469783763933141
0.29,0.013599535152589647
0.3,0.024754122379328627
0.31,0.03593240160511454
0.32,0.04713330328109483
0.33,0.05835582585300478
0.34,0.06959903017508745
0.35,0.08086203442463598
0.36,0.09214400959639305
0.37,0.10344417536791521
0.38,0.11476179640793409
0.39,0.12609617901606424
0.4,0.137446668054241
0.41,0.14881264418069234
0.42,0.1601935213216164
0.43,0.1715887443445483
0.44,0.1829977869658315
0.45,0.19442014978774616
0.46,0.2058553585445302
0.47,0.21730296245644887
0.48,0.22876253273873265
0.49,0.24023366120415665
0.5,0.2517159589916764
0.51,0.26320905538870526
0.52,0.27471259674343046
0.53,0.28622624543475683
0.54,0.2977496789611019
0.55,0.30928258904719924
0.56,0.3208246808553483
0.57,0.33237567221467257
0.58,0.34393529293321357
0.59,0.355503284135237
0.6,0.3670793976633674
0.61,0.3786633954987302
0.62,0.3902550492279158
0.63,0.4018541395603648
0.64,0.4134604558421519
0.65,0.42507379563459985
0.66,0.4366939642856879
0.67,0.4483207745662911
0.68,0.45995404630281683
0.69,0.47159360601704525
0.7,0.48323928663800114
0.71,0.49489092717420835
0.72,0.5065483724435699
0.73,0.5182114727996465
0.74,0.5298800838867478
0.75,0.5415540663914229
0.76,0.5532332858155569
0.77,0.5649176122782867
0.78,0.5766069202999025
0.79,0.5883010886181668
0.8,0.6000000000010314
0.81,0.6117035410809641
0.82,0.6234116021964782
0.83,0.63512407723006
0.84,0.6468408634533005
0.85,0.6585618614188479
0.86,0.6702869747911316
0.87,0.6820161102491195
0.88,0.6937491773530584
0.89,0.7054860884292234
0.9,0.7172267584762764
0.91,0.7289711050464124
0.92,0.7407190481553203
0.93,0.7524705101813383
0.94,0.7642254157934211
0.95,0.7759836918466944
0.96,0.787745267303219
0.97,0.7995100731779676
0.98,0.8112780424235724
0.99,0.8230491099015141
