pi2,lambda
0.0,0.3447866595139918
0.0,0.3435318849114791
0.0,0.34227223283629227
0.0,0.3410076743423799
0.0,0.33973818024598523
0.01,0.3384637211256456
0.01,0.3371842673329982
0.01,0.3358997889567633
0.01,0.33461025586596294
0.01,0.33331563766310185
0.02,0.3200829076912689
0.03,0.3063063063059163
0.04,0.29195094217017553
0.05,0.27697880046763146
0.06,0.26134837496656954
0.07,0.2450142450157723
0.08,0.22792658730095103
0.09,0.2100306098426561
0.1,0.191265892759592
0.11,0.1715656166836532
0.12,0.1508556547607958
0.13,0.12905349794109336
0.14,0.10606697492002347
0.15,0.08179271708654334
0.16,0.05611430395891057
0.17,0.028900004276184946
0.17099999999999999,0.026088506409608924
0.172,0.023260008462628195
0.173,0.020414347549325525
0.174,0.017551358568800312
0.175,0.01467087416194935
0.176,0.011772724679052465
0.177,0.008856738114943726
0.178,0.005922740098206643
0.179,0.002970553822743794
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
