pi2,lambda
0.0,0.10692223516428948
0.0,0.10445645153527043
0.0,0.10197754746110636
0.0,0.09948542023859966
0.0,0.09697996611288581
0.01,0.08682276741896973
0.01,0.0893825884778236
0.01,0.0842490842484897
0.01,0.09446108024141735
0.01,0.09192865670476877
0.02,0.05772495755587454
0.03,0.02968542312984414
0.031,0.02679322359657405
0.032,0.023884439358915655
0.033,0.02095893055237268
0.034,0.01801655575295646
0.035,0.015057171969982745
0.036,0.01208063459564934
0.037,0.009086797419442487
0.038,0.00607551256330808
0.039,0.003046630499659658
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
