pi2,lambda
0.0,0.0809967590861702
0.0,0.07906558849938847
0.0,0.07712724307356007
0.0,0.07518168531964088
0.0,0.07322887749287312
0.01,0.06534438169502561
0.01,0.0673265723354177
0.01,0.06335474842589507
0.01,0.07126878159638719
0.01,0.06930135938120148
0.02,0.043040293041513945
0.03,0.021936612608419497
0.031,0.019781180852163942
0.032,0.01761737699170639
0.033,0.015445155344364863
0.034,0.0132644698961103
0.035,0.011075274323176128
0.036,0.008877521959643862
0.037,0.006671165829857501
0.038,0.004456158616009136
0.039,0.002232452665342155
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
