pi2,lambda
0.0,0.17212737887102264
0.0,0.1703336749187416
0.0,0.16853187546866474
0.0,0.16672192383522516
0.0,0.16490376278901447
0.01,0.16307733455318116
0.01,0.1612425807890243
0.01,0.1593994425959936
0.01,0.1575478605080876
0.01,0.15568777447224438
0.02,0.13660555884187442
0.03,0.11660231660223971
0.04,0.09560723514113566
0.05,0.07354184277232295
0.06,0.050318922748977146
0.07,0.025841234429518578
0.07100000000000001,0.023320374456799218
0.07214285714285715,0.020422560185527794
0.07328571428571429,0.0175066248361571
0.07442857142857143,0.014572391314461789
0.07557142857142858,0.011619680156364358
0.07671428571428572,0.008648309466707964
0.07785714285714286,0.005658094901248445
0.079,0.0026488496054271095
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
