pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.111,
0.112,0.000786897073306835
0.113,0.0016721845076840024
0.114,0.0025575017200818568
0.116,0.004328225089966928
0.117,0.005213631042163005
0.118,0.006099066369000674
0.119,0.0069845309768383655
0.12,0.007870024764831306
0.13,0.01672654594730691
0.14,0.025585879279905882
0.15,0.03444793312354279
0.16,0.043312620132238216
0.17,0.05217985700460847
0.18,0.061049564235355236
0.19,0.06992166586675516
0.2,0.07879608930858004
0.21,0.08767276512200083
0.22,0.09655162685031243
0.23,0.10543261083885376
0.24,0.11431565608734225
0.25,0.12320070410941142
0.26,0.1320876987813438
0.27,0.14097658622681958
0.28,0.14986731470526737
0.29,0.15875983448220632
0.3,0.16765409773920617
0.31,0.17655005848024596
0.32,0.18544767242726723
0.33,0.19434689695174404
0.34,0.20324769098464285
0.35,0.21215001494078878
0.36,0.22105383064683387
0.37,0.22995910129443614
0.38,0.238865791346618
0.39,0.24777386650175043
0.4,0.2566832936323257
0.41,0.2655940407273318
0.42,0.2745060768454314
0.43,0.28341937207894635
0.44,0.2923338974890284
0.45,0.301249625076847
0.46,0.3101665277439711
0.47,0.3190845792563533
0.48,0.32800375419390776
0.49,0.3369240279397052
0.5,0.3458453766295506
0.51,0.35476777712317015
0.52,0.3636912069862037
0.53,0.37261564445778994
0.54,0.38154106842175356
0.55,0.3904674583741918
0.56,0.39939479441626974
0.57,0.4083230572218071
0.58,0.41725222802287165
0.59,0.42618228857376245
0.6,0.4351132211438077
0.61,0.4440450085065593
0.62,0.45297763389657353
0.63,0.46191108101661527
0.64,0.47084533400884376
0.65,0.4797803774476105
0.66,0.4887161963142475
0.67,0.4976527759862628
0.68,0.506590102230137
0.69,0.5155281611833157
0.7,0.5244669393362008
0.71,0.5334064235357528
0.72,0.5423466009494743
0.73,0.5512874590834181
0.74,0.5602289857497735
0.75,0.5691711690668653
0.76,0.578113997441146
0.77,0.5870574595671962
0.78,0.5960015444133188
0.79,0.604946241217935
0.8,0.6138915394751813
0.81,0.6228374289277033
0.82,0.6317838995630556
0.83,0.6407309415992953
0.84,0.6496785454885837
0.85,0.6586267018991774
0.86,0.6675754017154295
0.87,0.6765246360341872
0.88,0.685474396146784
0.89,0.6944246735462432
0.9,0.7033754599128706
0.91,0.7123267471106546
0.92,0.7212785271908658
0.93,0.7302307923668472
0.94,0.7391835350320215
0.95,0.748136747741884
0.96,0.7570904232103999
0.97,0.7660445543064024
0.98,0.7749991340535946
0.99,0.7839541556197434
