pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.321,
0.322,0.0007912135357067102
0.323,0.0021758601060805705
0.324,0.0035605356261073427
0.325,0.004945240088583826
0.326,0.006329973371055662
0.327,0.007714735405092461
0.328,0.00909952610065425
0.329,0.010484345374904253
0.33,0.01186919314860729
0.34,0.025719220369169075
0.35,0.03957200904374642
0.36,0.05342748184240683
0.37,0.06728556435251294
0.38,0.0811461849454635
0.39,0.0950092746506373
0.4,0.10887476701853241
0.41,0.12274259801271832
0.42,0.1366127059017878
0.43,0.15048503114410597
0.44,0.16435951630497322
0.45,0.17823610594497583
0.46,0.19211474654435237
0.47,0.205995386420157
0.48,0.21987797563621927
0.49,0.23376246593831557
0.5,0.24764881068573855
0.51,0.2615369647684605
0.52,0.275426884556711
0.53,0.2893185278397495
0.54,0.3032118537538335
0.55,0.3171068227462026
0.56,0.3310033965102496
0.57,0.3449015379459031
0.58,0.3588012110984
0.59,0.37270238112587156
0.6,0.38660501424892035
0.61,0.40050907771100347
0.62,0.4144145397460175
0.63,0.42832136952787636
0.64,0.44222953714890206
0.65,0.4561390135766046
0.66,0.47004977062847186
0.67,0.483961780925148
0.68,0.497875017890434
0.69,0.5117894556864584
0.7,0.5257050692208808
0.71,0.5396218340928678
0.72,0.5535397265858899
0.73,0.5674587236425106
0.74,0.581378802828369
0.75,0.5952999423285801
0.76,0.6092221209153194
0.77,0.6231453179298146
0.78,0.6370695132643387
0.79,0.6509946873405994
0.8,0.6649208210989345
0.81,0.6788478959767027
0.82,0.6927758938866739
0.83,0.7067047972206303
0.84,0.7206345888025464
0.85,0.7345652519065962
0.86,0.7484967702247393
0.87,0.762429127855916
0.88,0.7763623092952431
0.89,0.7902962994232068
0.9,0.8042310834948618
0.91,0.8181666471146163
0.92,0.8321029762506407
0.93,0.8460400571952488
0.94,0.8599778765793057
0.95,0.873916421350616
0.96,0.8878556787595191
0.97,0.9017956363624908
0.98,0.9157362820041343
0.99,0.929677603813579
