pi2,lambda
0.0,0.45080778667541704
0.0,0.44968789189852765
0.0,0.4485633636140782
0.0,0.4474341725914912
0.0,0.44630028936248367
0.01,0.44055944056115715
0.01,0.44287018784636994
0.01,0.44171723592254536
0.01,0.4451616841958555
0.01,0.4440183271046932
0.02,0.4287081339698835
0.03,0.4163365591919247
0.04,0.403409090909743
0.05,0.38988670903580863
0.06,0.37572657521497804
0.07,0.3608815427008913
0.08,0.34529958677749306
0.09,0.328923139875042
0.1,0.31168831168706174
0.11,0.2935239697217292
0.12,0.2743506493499638
0.13,0.254079254078381
0.14,0.23260949576879028
0.15,0.2098280098277858
0.16,0.18560606060640328
0.17,0.1597967250145155
0.18,0.13223140495924354
0.19,0.10271546635238646
0.2,0.07102272727370584
0.21,0.036888408705230434
0.211,0.03332913041630452
0.212,0.029742018138193056
0.213,0.026126723873594056
0.214,0.022482893452064827
0.215,0.018810166349942
0.216,0.015108175578691973
0.217,0.011376547490424547
0.218,0.007614901655438587
0.219,0.003822850667735648
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
