pi2,lambda
0.0,0.1341722350922189
0.0,0.13225863035382848
0.0,0.13033503830572582
0.0,0.12840136054502238
0.0,0.1264574970661184
0.01,0.12450334622468615
0.01,0.12253880471245955
0.01,0.12056376749600635
0.01,0.11857812779151725
0.01,0.11658177702158662
0.02,0.09600389863567105
0.03,0.07422029214344376
0.04,0.0510844748871183
0.05,0.02641802641733841
0.051,0.02385913095142434
0.052,0.021282518474406507
0.053,0.01868793494389651
0.054,0.016075120274022834
0.05499999999999999,0.013443808130139649
0.055999999999999994,0.010793725737942069
0.056999999999999995,0.008124593645760642
0.057999999999999996,0.005436125526473383
0.059,0.0027280279181906585
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
