pi2,lambda
0.0,0.07050539513935354
0.0,0.06793788017179926
0.0,0.06535671010532727
0.0,0.06276177813091702
0.0,0.06015297634106034
0.01,0.04957687341068328
0.01,0.05224225612663673
0.01,0.04689706428817108
0.01,0.05753019570455013
0.01,0.054893326070082016
0.02,0.01927964788464117
0.020999999999999998,0.016433296026176367
0.022,0.013571056581626124
0.023,0.01069279914429317
0.023999999999999997,0.0077983918956534195
0.024999999999999998,0.004887701594551186
0.026,0.0019605935339799692
0.026999999999999996,
0.027999999999999997,
0.028999999999999998,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
