pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.061,
0.062,
0.063,
0.064,0.0005082737824293079
0.065,0.0015108859988352936
0.066,0.002516032336326796
0.067,0.003523655028857156
0.068,0.004533698276852775
0.069,0.005546108164376348
0.07,0.006560832569086873
0.08,0.01682504435370223
0.09,0.02727410617304672
0.1,0.03787618844559308
0.11,0.048606993487785785
0.12,0.059447530449768984
0.13,0.07038266317587326
0.14,0.08140012730663393
0.15,0.09248984442628995
0.16,0.1036434309127256
0.17,0.11485383825297985
0.18,0.1261150845008202
0.19,0.1374220503289951
0.2,0.14877032177981933
0.21,0.16015606737501362
0.22,0.17157594091575049
0.23,0.18302700377455391
0.24,0.1945066621266314
0.25,0.20601261579996485
0.26,0.2175428162626581
0.27,0.22909543184229503
0.28,0.24066881871866103
0.29,0.2522614965949419
0.3,0.2638721281686095
0.31,0.2754995016888767
0.32,0.28714251608569674
0.33,0.2988001682309058
0.34,0.31047154193173787
0.35,0.3221557984622195
0.36,0.33385216828309505
0.37,0.34555994387464367
0.38,0.35727847342307645
0.39,0.3690071553136919
0.4,0.3807454332615133
0.41,0.392492792014582
0.42,0.4042487535434653
0.43,0.41601287366295575
0.44,0.4277847390175344
0.45,0.43956396440177953
0.46,0.45135019033649154
0.47,0.4631430809221398
0.48,0.47494232189399843
0.49,0.48674761886816864
0.5,0.498558695767679
0.51,0.5103752933926516
0.52,0.5221971681309285
0.53,0.5340240907659439
0.54,0.5458558454250554
0.55,0.557692228607114
0.56,0.5695330482820624
0.57,0.5813781230877813
0.58,0.5932272815773522
0.59,0.6050803615635686
0.6,0.6169372094670443
0.61,0.6287976797507652
0.62,0.6406616344014565
0.63,0.6525289424361655
0.64,0.6643994794556617
0.65,0.6762731272194497
0.66,0.6881497732856079
0.67,0.7000293106362229
0.68,0.7119116373568477
0.69,0.723796656333966
0.7,0.7356842749632639
0.71,0.7475744049047209
0.72,0.7594669618160907
0.73,0.7713618651404087
0.74,0.7832590378934956
0.75,0.7951584064586673
0.76,0.8070599004030533
0.77,0.818963452315525
0.78,0.8308689976338186
0.79,0.8427764744968688
0.8,0.8546858236043482
0.81,0.8665969880906099
0.82,0.8785099133842251
0.83,0.8904245471107414
0.84,0.9023408389630235
0.85,0.9142587406148157
0.86,0.9261782056198972
0.87,0.9380991893148386
0.88,0.9500216487397666
0.89,0.9619455425519261
0.9,0.9738708309536481
0.91,0.9857974756167156
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
