pi2,lambda
0.0,0.3025079632815087
0.0,0.3014412822885903
0.0,0.3003713711223566
0.0,0.2992982152143401
0.0,0.29822179991683706
0.01,0.29279031370465713
0.01,0.29497284988498984
0.01,0.2938832487769213
0.01,0.2971421104957062
0.01,0.2960591321231644
0.02,0.2816742081444026
0.03,0.2702074045367057
0.04,0.2583732057424602
0.05,0.2461538461541867
0.06,0.23353040540532208
0.07,0.22048271363375896
0.08,0.2069892473127971
0.09,0.19302701454741805
0.1,0.17857142857172104
0.11,0.16359616801768595
0.12,0.1480730223129339
0.13,0.13197172034545854
0.14,0.11525974025958038
0.15,0.09790209790162224
0.16,0.07986111110965943
0.17,0.06109613656628947
0.18,0.041563275432740805
0.19,0.021215043395582122
0.191,0.01913343075834397
0.192,0.017043099874425316
0.193,0.014943996568573727
0.194,0.012836066215336873
0.195,0.01071925374266417
0.196,0.008593503628305146
0.197,0.0064587598781998545
0.198,0.004314966048088476
0.199,0.002162065221901721
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
