pi2,lambda
0.0,0.9211800083910414
0.0,0.9209881191066638
0.0,0.9207952930571863
0.0,0.9206015235472362
0.0,0.9204068036185246
0.01,0.9202111262479329
0.01,0.920014484286287
0.01,0.919816870649242
0.01,0.919618278097584
0.01,0.9194186993308712
0.02,0.9173670125419511
0.03,0.9152081142862575
0.04,0.9129333751037295
0.05,0.9105332137649434
0.06,0.9079969624380531
0.07,0.9053127080743667
0.08,0.9024671052620592
0.09,0.8994451542884392
0.1,0.896229936541271
0.11,0.8928022975212433
0.12,0.8891404647987489
0.13,0.8852195849094796
0.14,0.8810111582887515
0.15,0.876482345102911
0.16,0.8715951061887337
0.17,0.8663051315020837
0.18,0.8605604921402443
0.19,0.8542999289268945
0.2,0.8474506578965989
0.21,0.839925525636652
0.22,0.8316192780809158
0.23,0.8224036025882319
0.24,0.8121204453447131
0.25,0.8005728607234942
0.26,0.7875122589085991
0.27,0.7726202805777597
0.28,0.7554824561397853
0.29,0.7355489460758688
0.3,0.7120743034072503
0.31,0.6840218826652221
0.32,0.6499060150380969
0.33,0.6075187969906793
0.34,0.5534290271145312
0.35,0.481994459832058
0.36,0.3832236842109065
0.37,0.23751686909453576
0.371,0.21902910956280303
0.372,0.19961193305749647
0.373,0.17919224139167433
0.374,0.1576888766912979
0.375,0.13501144164825432
0.376,0.11105889724137957
0.377,0.08571788466143623
0.378,0.05886070235777333
0.379,0.030342847410357743
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
