pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.161,
0.162,
0.163,
0.164,
0.165,
0.166,
0.167,0.00028576088314314404
0.168,0.0011436002252632098
0.169,0.0020022682304886874
0.17,0.002861756788018585
0.18,0.011500068438193869
0.19,0.02021230919661897
0.2,0.028992006337967956
0.21,0.03783347956793415
0.22,0.04673171660599206
0.23,0.05568227238384406
0.24,0.06468118672367158
0.25,0.07372491648761129
0.26,0.08281027926315261
0.27,0.09193440628303574
0.28,0.10109470280766199
0.29,0.11028881458340246
0.3,0.11951459929632406
0.31,0.12877010215334825
0.32,0.13805353487052222
0.33,0.14736325752456167
0.34,0.15669776281746453
0.35,0.16605566237242664
0.36,0.1754356747405172
0.37,0.1848366148840094
0.38,0.1942573849202714
0.39,0.20369696593893266
0.4,0.21315441075906877
0.41,0.22262883749314422
0.42,0.23211942380966466
0.43,0.24162540180810152
0.44,0.2511460534412603
0.45,0.2606807063770425
0.46,0.2702287303140102
0.47,0.2797895336355007
0.48,0.28936256038068137
0.49,0.29894728752894434
0.5,0.3085432225148032
0.51,0.31814990096968987
0.52,0.32776688467984866
0.53,0.3373937597207074
0.54,0.34703013473891525
0.55,0.35667563939645164
0.56,0.3663299229479944
0.57,0.37599265291192996
0.58,0.385663513874623
0.59,0.395342206388326
0.6,0.40502844592671666
0.61,0.4147219619700912
0.62,0.4244224971049643
0.63,0.4341298062497262
0.64,0.44384365588750113
0.65,0.4535638233782424
0.66,0.4632900963248514
0.67,0.4730222719753114
0.68,0.4827601566716429
0.69,0.4925035653312742
0.7,0.5022523209608244
0.71,0.5120062542275144
0.72,0.5217652030269736
0.73,0.5315290120942686
0.74,0.5412975326473439
0.75,0.5510706220412688
0.76,0.5608481434440931
0.77,0.5706299655523216
0.78,0.5804159622883791
0.79,0.590206012562905
0.8,0.6000000000010314
0.81,0.6097978127334918
0.82,0.6195993431589135
0.83,0.629404487756536
0.84,0.6392131468737161
0.85,0.6490252245530511
0.86,0.658840628363104
0.87,0.668659269225526
0.88,0.6784810612709933
0.89,0.6883059216879397
0.9,0.6981337705892977
0.91,0.70796453088284
0.92,0.7177981281379211
0.93,0.7276344904954374
0.94,0.737473548520162
0.95,0.7473152351251091
0.96,0.7571594854706922
0.97,0.7670062368530726
0.98,0.7768554286321269
0.99,0.7867070021306043
