pi2,lambda
0.0,0.1039865771741663
0.0,0.10152740341576222
0.0,0.09905806645635458
0.0,0.09657851007858423
0.0,0.09408867767611948
0.01,0.08402544176529694
0.01,0.08655695228939109
0.01,0.08148336619899191
0.01,0.09158851224285099
0.01,0.08907795638009519
0.02,0.0554683411838148
0.03,0.02832918376835084
0.031,0.025550944993968573
0.032,0.022760741509558386
0.033,0.019958504337295867
0.034,0.017144163987929548
0.035,0.014317650471585713
0.036,0.011478893294166752
0.037,0.00862782144654642
0.038,0.005764363400968216
0.039,0.0028884471074437598
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
