pi1,pi2
0.01,
0.02,
0.021,
0.022,
0.023,
0.024,
0.025,
0.026,
0.027,0.00011548255428200455
0.028,0.0006569363188265947
0.029,0.0012024083729899042
0.03,0.001751699108951121
0.04,0.007419915186789781
0.05,0.0133291670327988
0.06,0.01940794894305844
0.07,0.025613066054544584
0.08,0.03191619850435609
0.09,0.038297672982842194
0.1,0.04474321969537587
0.11,0.051242135399188676
0.12,0.057786173847956285
0.13,0.0643688408076034
0.14,0.07098492728546939
0.15,0.07763018983437124
0.16,0.08430112516813872
0.17,0.09099480740175306
0.18,0.09770876793081648
0.19,0.10444090517908239
0.2,0.11118941564224066
0.21,0.11795274045819601
0.22,0.12472952345924428
0.23,0.1315185778500786
0.24,0.13831885948032252
0.25,0.14512944516290446
0.26,0.15194951497219822
0.27,0.15877833765394544
0.28,0.16561525850227335
0.29,0.17245968925720942
0.3,0.17931109957609492
0.31,0.18616900985199655
0.32,0.19303298508018324
0.33,0.19990262962500277
0.34,0.20677758274669586
0.35,0.21365751469366112
0.36,0.22054212337097612
0.37,0.22743113140869559
0.38,0.2343242836191227
0.39,0.24122134476021595
0.4,0.24812209757271766
0.41,0.25502634105138655
0.42,0.26193388892152164
0.43,0.2688445682703539
0.44,0.2757582183549175
0.45,0.28267468952156993
0.46,0.2895938422335606
0.47,0.2965155462282561
0.48,0.30343967973199193
0.49,0.31036612877937053
0.5,0.31729478656497295
0.51,0.3242255528923142
0.52,0.3311583336624172
0.53,0.3380930403984002
0.54,0.3450295898276923
0.55,0.3519679035110684
0.56,0.35890790746448165
0.57,0.36584953187093494
0.58,0.37279271076714215
0.59,0.37973738178421335
0.6,0.38668348589554197
0.61,0.39363096720431145
0.62,0.40057977272739836
0.63,0.4075298522044888
0.64,0.4144811579324033
0.65,0.4214336445814169
0.66,0.4283872690764053
0.67,0.43534199043117155
0.68,0.4422977696367968
0.69,0.44925456953558396
0.7,0.4562123547094082
0.71,0.4631710913860757
0.72,0.4701307473420798
0.73,0.47709129179815546
0.74,0.4840526953652546
0.75,0.4910149299401001
0.76,0.4979779686511618
0.77,0.5049417857902259
0.78,0.5119063567367611
0.79,0.5188716579147006
0.8,0.5258376667312137
0.81,0.5328043615226824
0.82,0.5397717215150833
0.83,0.5467397267699645
0.84,0.553708358144827
0.85,0.5606775972571099
0.86,0.5676474264409691
0.87,0.5746178287184678
0.88,0.5815887877599549
0.89,0.5885602878552568
0.9,0.5955323138848602
0.91,0.6025048512983047
0.92,0.6094778860781674
0.93,0.6164514047148504
0.94,0.6234253941921747
0.95,0.6303998419549659
0.96,0.6373747359054535
0.97,0.6443500643636512
0.98,0.651325816049351
0.99,0.6583019800893263
