pi1,pi2
0.001,
0.002,
0.003,
0.004,
0.005,
0.006,
0.007,
0.008,6.843410636389525e-05
0.009,0.0011606693699307076
0.01,0.0022770714241398923
0.02,0.014252843194397626
0.03,0.02699428432043817
0.04,0.04010251345025364
0.05,0.05342633562991754
0.06,0.06689120839166397
0.07,0.08045481434084258
0.08,0.0940908667568158
0.09,0.1077819724410444
0.1,0.12151606833463606
0.11,0.13528447633073135
0.12,0.14908076737699408
0.13,0.16290006213512168
0.14,0.176738581580523
0.15,0.19059334786791035
0.16,0.20446197915900777
0.17,0.21834254531368213
0.18,0.23223346412427323
0.19,0.24613342523541645
0.2,0.2600413334332647
0.21,0.2739562657072247
0.22,0.287877438324139
0.23,0.30180418122091607
0.24,0.31573591794002354
0.25,0.3296721496635993
0.26,0.3436124424709932
0.27,0.3575564170237888
0.28,0.37150374018127996
0.29,0.3854541181142139
0.3,0.3994072906502809
0.31,0.4133630265452142
0.32,0.42732111953903956
0.33,0.44128138506781556
0.34,0.45524365745438533
0.35,0.469207787545729
0.36,0.48317364069246554
0.37,0.4971410950092811
0.38,0.511110039905476
0.39,0.5250803747919914
0.4,0.5390520079685146
0.41,0.5530248556654543
0.42,0.5669988411939623
0.43,0.5809738942112083
0.44,0.5949499500900993
0.45,0.6089269493250165
0.46,0.6229048370455988
0.47,0.6368835625701447
0.48,0.6508630790130384
0.49,0.664843342935394
0.5,0.6788243140317171
0.51,0.692805954848979
0.52,0.7067882305417098
0.53,0.7207711086450955
0.54,0.7347545588840949
0.55,0.7487385529753509
0.56,0.7627230644759235
0.57,0.776708068639226
0.58,0.7906935422709603
0.59,0.8046794636174689
0.6,0.8186658122432787
0.61,0.8326525689482652
0.62,0.8466397156632062
0.63,0.8606272353813514
0.64,0.8746151120647798
0.65,0.8886033305795729
0.66,0.9025918766489919
0.67,0.9165807367706422
0.68,0.9305698981840582
0.69,0.9445593488058754
0.7,0.9585490771938138
0.71,0.972539072499857
0.72,0.9865293244414399
0.73,
0.74,
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
