pi2,lambda
0.0,0.7150515689924907
0.0,0.7144140198804482
0.0,0.7137736080050111
0.0,0.7131303140147881
0.0,0.7124841183963159
0.01,0.7118350014236363
0.01,0.7111829432303292
0.01,0.7105279237446838
0.01,0.709869922722111
0.01,0.7092089197343421
0.02,0.7024291497975702
0.03,0.6953252465054056
0.04,0.6878733572274858
0.05,0.6800472255002058
0.06,0.6718178796936971
0.07,0.6631532718506787
0.08,0.6540178571421482
0.09,0.644372102198691
0.1,0.6341719077561526
0.11,0.6233679276869033
0.12,0.6119047619031079
0.13,0.5997199949098695
0.14,0.5867430441903401
0.15,0.57289377289499
0.16,0.5580808080821495
0.17,0.5421994884908723
0.18,0.5251293422006794
0.19,0.5067309624280938
0.2,0.4868421052625323
0.21,0.46527277096972924
0.22,0.44179894179788254
0.23,0.41615452150900845
0.24,0.3880208333322997
0.25,0.35701275045481523
0.26,0.32266009852386185
0.27,0.28438228438079666
0.28,0.24145299145147417
0.29,0.192949907236927
0.3,0.13768115942166334
0.31,0.0740740740735276
0.311,0.06717890692691993
0.312,0.0601772441385472
0.313,0.0530664992128709
0.314,0.045843996885741624
0.315,0.0385069690509904
0.316,0.03105255047092434
0.317,0.023477774177084642
0.318,0.01577956666211199
0.319,0.007954742722256644
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
