pi2,lambda
0.0,0.22158036546454424
0.0,0.22033072714921295
0.0,0.2190771537988258
0.0,0.2178196270812438
0.0,0.2165581285526785
0.01,0.2152926396612933
0.01,0.2140231417291956
0.01,0.21274961597404654
0.01,0.21147204349825616
0.01,0.21019040527457672
0.02,0.19714613744595746
0.03,0.1836734693868967
0.04,0.169751301331233
0.05,0.15535714285618898
0.06,0.14046699760959255
0.07,0.12505523641113753
0.08,0.10909445745631724
0.09,0.09255533199150869
0.1,0.0754064337602507
0.11,0.057614050117383554
0.12,0.039141972578057904
0.13,0.019951264086007846
0.131,0.017991081815974246
0.132,0.016023253034283327
0.133,0.014047733761809466
0.134,0.012064479691681534
0.135,0.01007344616407171
0.136,0.008074588191406641
0.137,0.006067860443961086
0.138,0.004053217242654686
0.139,0.0020306125518487882
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
