pi1,pi2
0.001,
0.002,
0.003,
0.004,0.0015932741286762496
0.005,0.003341199196693272
0.006,0.0050927363047645075
0.007,0.006847459567407596
0.008,0.008605014734944664
0.009,0.010365103728236132
0.01,0.012127473171189434
0.02,0.02984011283775277
0.03,0.047650514030755424
0.04,0.0655138829428825
0.05,0.08340993729171488
0.06,0.10132784335215321
0.07,0.119261187720809
0.08,0.1372058933695851
0.09,0.15515922806063723
0.1,0.17311928434030435
0.11,0.19108468618886854
0.12,0.20905441384958362
0.13,0.22702769434366663
0.14,0.24500393035672513
0.15,0.26298265258960224
0.16,0.28096348693700457
0.17,0.2989461313328226
0.18,0.3169303390963363
0.19,0.3349159067047866
0.2,0.35290266471014287
0.21,0.3708904708456425
0.22,0.388879204763854
0.23,0.40686876394165983
0.24,0.4248590605072473
0.25,0.44285001867216806
0.26,0.46084157274325593
0.27,0.4788336654694931
0.28,0.4968262467346292
0.29,0.5148192724731001
0.3,0.5328127037768318
0.31,0.5508065061677165
0.32,0.5688006489745376
0.33,0.5867951048323453
0.34,0.6047898492250553
0.35,0.6227848601541006
0.36,0.6407801177998818
0.37,0.6587756042552486
0.38,0.6767713033274118
0.39,0.6947672003002381
0.4,0.7127632818045916
0.41,0.7307595356382552
0.42,0.7487559506578808
0.43,0.7667525166637406
0.44,0.7847492242988804
0.45,0.8027460649662832
0.46,0.8207430307496343
0.47,0.8387401143520938
0.48,0.8567373090278674
0.49,0.8747346085461882
0.5,0.8927320071336933
0.51,0.9107294994203984
0.52,0.9287270804360971
0.53,0.946724745545531
0.54,0.964722490433985
0.55,0.9827203110748709
0.56,
0.57,
0.58,
0.59,
0.6,
0.61,
0.62,
0.63,
0.64,
0.65,
0.66,
0.67,
0.68,
0.69,
0.7,
0.71,
0.72,
0.73,
0.74,
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
