pi1,pi2
0.01,
0.011,
0.012,
0.013,
0.014,0.0013633941910118138
0.015,0.003128867859362495
0.016,0.0048949255341972486
0.017,0.0066615504500726445
0.018,0.008428726547458656
0.019,0.010196438425917885
0.02,0.011964671315292748
0.03,0.029672792833512766
0.04,0.0474203591362171
0.05,0.06519920752337384
0.06,0.0830034165340045
0.07,0.10082855449415817
0.08,0.11867121998889281
0.09,0.13652874738833634
0.1,0.15439901070820572
0.11,0.17228028877314258
0.12,0.1901711699652246
0.13,0.20807048336139128
0.14,0.225977247932891
0.15,0.2438906344007448
0.16,0.26180993617084275
0.17,0.27973454681674714
0.18,0.2976639425002869
0.19,0.3155976680117604
0.2,0.3335353256337913
0.21,0.35147656612292444
0.22,0.3694210813983797
0.23,0.3873685985129753
0.24,0.40531887469732797
0.25,0.42327169320000557
0.26,0.4412268598552034
0.27,0.4591842001438392
0.28,0.4771435567444666
0.29,0.4951047874119322
0.3,0.5130677632017876
0.31,0.5310323669252045
0.32,0.5489984918127798
0.33,0.5669660403692277
0.34,0.5849349233793394
0.35,0.6029050590255897
0.36,0.620876372135404
0.37,0.6388487935112601
0.38,0.6568222593364256
0.39,0.6747967106635288
0.4,0.6927720929463526
0.41,0.7107483556328535
0.42,0.7287254518122042
0.43,0.746703337879845
0.44,0.7646819732457553
0.45,0.7826613200859421
0.46,0.8006413431047351
0.47,0.8186220093222922
0.48,0.8366032878873161
0.49,0.8545851499113811
0.5,0.8725675683032588
0.51,0.8905505176392624
0.52,0.9085339740407905
0.53,0.9265179150446697
0.54,0.9445023194987088
0.55,0.9624871674860656
0.56,0.9804724402135964
0.57,
0.58,
0.59,
0.6,
0.61,
0.62,
0.63,
0.64,
0.65,
0.66,
0.67,
0.68,
0.69,
0.7,
0.71,
0.72,
0.73,
0.74,
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
