pi2,lambda
0.0,0.6930417531826611
0.0,0.6925334409505168
0.0,0.692023442053536
0.0,0.6915117480783836
0.0,0.6909983505613012
0.01,0.6904832409737035
0.01,0.6899664107365807
0.01,0.6894478512132989
0.01,0.6889275537095979
0.01,0.6884055094663887
0.02,0.6830870279146133
0.03,0.6775837899840893
0.04,0.6718859957779116
0.05,0.6659831396658463
0.06,0.6598639455780044
0.07,0.6535162950268845
0.08,0.646927146928576
0.09,0.6400824480742108
0.1,0.6329670329658917
0.11,0.6255645115188372
0.12,0.6178571428577476
0.13,0.6098256931941096
0.14,0.6014492753605493
0.15,0.5927051671749944
0.16,0.5835686053067537
0.17,0.5740125507583981
0.18,0.5640074211517015
0.19,0.5535207843756288
0.2,0.5425170068037535
0.21,0.5309568480315302
0.22,0.518796992481141
0.23,0.5059895059886321
0.24,0.49248120300656895
0.25,0.4782129067851746
0.26,0.4631185807638907
0.27,0.44712430426581035
0.28,0.4301470588236391
0.29,0.41209328305969695
0.3,0.3928571428559186
0.31,0.37231844907137274
0.32,0.35034013605558517
0.33,0.32676518883268724
0.34,0.30141287284311663
0.35,0.27407407407235224
0.36,0.24450549450504327
0.37,0.21242236024840094
0.38,0.177489177488077
0.39,0.13930789707193925
0.4,0.09740259740286406
0.41,0.05119942714100477
0.411,0.04631709142932514
0.412,0.04138414776619808
0.413,0.03639980366297872
0.414,0.03136324996642352
0.415,0.026273660419295228
0.416,0.021130191206561358
0.417,0.01593198047998315
0.418,0.010678147879102864
0.419,0.005367794019816761
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
