pi2,lambda
0.0,0.06805388967147606
0.0,0.0658653488044147
0.0,0.06366625924280041
0.0,0.06145654330374391
0.0,0.059236122526410605
0.01,0.050245794355424346
0.01,0.052509834833198814
0.01,0.04797064482831361
0.01,0.05700491767922367
0.01,0.05476284872384815
0.02,0.024589399030737893
0.020999999999999998,0.0221863609327439
0.022,0.01977115602099306
0.023,0.017343690117272617
0.023999999999999997,0.014903868056531712
0.024999999999999998,0.012451593683279742
0.026,0.009986769826375178
0.026999999999999996,0.007509298291822385
0.027999999999999997,0.005019079841161996
0.028999999999999998,0.002516014195072539
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
