lambda,f0,f1,f2
0.01,0.1633356707515885,0.3435022919002085,0.49316203734816605
0.02,0.16273685941893226,0.3427207177409783,0.4945424228401479
0.03,0.16213798854166012,0.3419170071756054,0.4959450042827373
0.04,0.16153905339704405,0.34109057736572784,0.497370369237214
0.05,0.16094004820068802,0.34024082747092715,0.49881912432837794
0.060000000000000005,0.16034096607755646,0.3393671380397708,0.5002918958826689
0.06999999999999999,0.15974179903272007,0.33846887038404505,0.501789330583243
0.08,0.1591425379218581,0.33754536593640355,0.503312096141742
0.09,0.1585431724216063,0.3365959455918727,0.504860881986528
0.09999999999999999,0.15794369099975022,0.33561990903356065,0.5064363999666904
0.11,0.15734408088537472,0.33461653404329633,0.5080393850713322
0.12,0.15674432803899555,0.3335850757978751,0.5096705961631387
0.13,0.15614441712278032,0.3325247661519303,0.5113308167252875
0.14,0.1555443314709504,0.3314348129086033,0.5130208556204436
0.15000000000000002,0.15494405306044,0.33031439907934107,0.5147415478602232
0.16,0.15434356248196437,0.3291626821345644,0.5164937553834661
0.17,0.15374283891162782,0.3279787932471537,0.5182783678412243
0.18000000000000002,0.1531418600831881,0.32676183653093865,0.5200963033858655
0.19,0.1525406022612166,0.32551088827700564,0.5219485094617805
0.2,0.15193904021526444,0.32422499619065187,0.52383596359408
0.21000000000000002,0.15133714719533586,0.32290317863269097,0.5257596741719699
0.22,0.15073489490884162,0.3215444238689035,0.5277206812222609
0.23,0.15013225349934076,0.3201476893322456,0.5297200571684115
0.24000000000000002,0.14952919152737126,0.31871190090292295,0.5317589075697114
0.25,0.14892567595366848,0.3172359522119851,0.533838371834342
0.26,0.1483216721251911,0.3157187039750394,0.5359596238997708
0.27,0.14771714376430378,0.3141589833631478,0.5381238728725416
0.28,0.1471120529616173,0.3125555834191127,0.5403323636192672
0.29000000000000004,0.14650636017292817,0.3109072625279683,0.5425863772991089
0.3,0.14590002422082723,0.3092127439516901,0.5448872318274866
0.31,0.1452930023015488,0.3074707154390417,0.5472362822594082
0.32,0.1446852499976928,0.30567982892260365,0.5496349210797086
0.33,0.14407672129750923,0.30383870031621435,0.5520845783862728
0.34,0.1434673686215047,0.30194590942733474,0.5545867219511598
0.35000000000000003,0.14285714285714257,0.2999999999999991,0.5571428571428549
0.36000000000000004,0.14224599340252647,0.29799947990555087,0.5597545266919246
0.37,0.14163386821995733,0.29594282149956497,0.5624233102804815
0.38,0.14102071390035628,0.2938284621649112,0.5651508239347373
0.39,0.14040647573956827,0.29165480506223307,0.567938719198195
0.4,0.13979109782763757,0.2894202201105996,0.5707886820617664
0.41000000000000003,0.13917452315216744,0.28712304522237553,0.573702431625453
0.42000000000000004,0.13855669371695742,0.2847615878177878,0.576681718465252
0.43,0.13793755067709043,0.28233412664567914,0.5797283226772431
0.44,0.13731703449170823,0.279838913938132,0.5828440515701473
0.45,0.13669508509571676,0.2772741779274704,0.5860307369768115
0.46,0.13607164209159597,0.2746381257545197,0.5892902321538808
0.47000000000000003,0.13544664496256387,0.27192894679762,0.5926244082398091
0.48000000000000004,0.1348200333081856,0.2691448164513663,0.5960351502404515
0.49,0.13419174710350162,0.2662839003836459,0.5995243525128575
0.5,0.13356172698262284,0.2633443592983009,0.6030939137190814
0.51,0.13292991454757544,0.26032435422883854,0.6067457312235952
0.52,0.13229625270301,0.25722205238608936,0.6104816949109145
0.53,0.13166068601714834,0.2540356335792505,0.6143036804036109
0.54,0.1310231611090647,0.2507632972253982,0.6182135416655288
0.55,0.13038362706206805,0.24740326995718348,0.6222131029807507
0.56,0.12974203586256094,0.24395381383193032,0.6263041503054972
0.5700000000000001,0.1290983428633501,0.2404132351378943,0.6304884219987672
0.5800000000000001,0.12845250726983307,0.23677989378443756,0.6347675989457245
0.59,0.1278044926470282,0.23305221325324713,0.6391432940997134
0.6,0.1271542674447443,0.22922869107631771,0.6436170414789506
0.61,0.1265018055376258,0.22530790979452842,0.6481902846678467
0.62,0.12584708677613313,0.22128854833749062,0.6528643648863791
0.63,0.1251900975438151,0.21716939375140104,0.6576405087047943
0.64,0.1245308313155958,0.2129493531874759,0.6625198154969082
0.65,0.12386928921110718,0.2086274660488902,0.6675032447399863
0.66,0.12320548053645614,0.20420291617972045,0.6725916032838062
0.67,0.1225394233072827,0.19967504396575833,0.6777855327269764
0.68,0.12187114474542364,0.19504335820413224,0.6830854970504209
0.6900000000000001,0.12120068174117074,0.19030754758774704,0.6884917706710891
0.7000000000000001,0.12052808127279019,0.18546749164123458,0.6940044270859639
0.7100000000000001,0.11985340077497735,0.18052327093909473,0.699623328285915
